row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
b1007,keycloak,DELETE,/{realm}/users/{id}/consents/{client},,Revoke consent and offline tokens for particular client from user,,x,high,b revokes consent tokens,buildset-2026-09-18
b1008,keycloak,POST,/{realm}/authentication/flows/{flowAlias}/copy,,Copy existing authentication flow under a new name   The new name is given as 'newName' attribute of the passed JSON object,,w,high,ii plain create copy of flow,buildset-2026-09-18
b1009,keycloak,PUT,/{realm}/authentication/flows/{id},,Update an authentication flow,,w,high,PUT default edits auth flow,buildset-2026-09-18
b1010,keycloak,POST,/{realm}/authentication/executions,,Add new authentication execution,,w,high,ii plain create execution,buildset-2026-09-18
b1011,keycloak,PUT,/{realm}/authentication/flows/{flowAlias}/executions,,Update authentication executions of a flow,,w,high,w updates executions settable back,buildset-2026-09-18
b1012,keycloak,POST,/{realm}/client-scopes,,Create a new client scope   Client Scope’s name must be unique!,,w,high,ii plain create client scope,buildset-2026-09-18
b1013,keycloak,POST,/{realm}/clients/{id}/certificates/{attr}/upload-certificate,,"Upload only certificate, not private key",,w,low,ii sets certificate no rotate text,buildset-2026-09-18
b1014,keycloak,PUT,/{realm}/default-default-client-scopes/{clientScopeId},,,,w,low,put default w no text detail,buildset-2026-09-18
b1015,keycloak,DELETE,/{realm}/clients/{id1}/protocol-mappers/models/{id2},,Delete the mapper,,x,high,DELETE no trash named,buildset-2026-09-18
b1016,keycloak,DELETE,/{realm}/users/{id},,Delete the user,,x,high,a deletes user no restore,buildset-2026-09-18
b1017,keycloak,POST,/{realm}/clients,,Create a new client   Client’s client_id must be unique!,,w,high,ii plain create client,buildset-2026-09-18
b1018,keycloak,DELETE,/{realm}/users/{id}/credentials/{credentialId},,Remove a credential for a user,,x,high,DELETE removes credential,buildset-2026-09-18
b1019,keycloak,PUT,/{realm}/users/{id}/groups/{groupId},,,,w,high,PUT default w method floor,buildset-2026-09-18
b1020,keycloak,DELETE,/{realm}/authentication/flows/{id},,Delete an authentication flow,,x,high,a deletes auth flow no restore,buildset-2026-09-18
b1021,keycloak,POST,/{realm}/clear-keys-cache,,Clear cache of external public keys (Public keys of clients or Identity providers),,x,high,a clears cached data,buildset-2026-09-18
b1022,keycloak,PUT,/{realm}/roles-by-id/{role-id},,Update the role,,w,high,put default update role,buildset-2026-09-18
b1023,keycloak,PUT,/{realm}/users/{id}/send-verify-email,,Send an email-verification email to the user   An email contains a link the user can click to verify their email address.,,x,high,c sends verification email,buildset-2026-09-18
b1024,atlassian,POST,/rest/api/3/issueLink,linkIssues,Create issue link,"Creates a link between two issues. Use this operation to indicate a relationship between two issues and optionally add a comment to the from (outward) issue. To use this resource the site must have [Issue Linking](https://confluence.atlassian.com/x/yoXKM) enabled. This resource returns nothing on the creation of an issue link. To obtain the ID of the issue link, use `https://your-domain.atlassian.net/rest/api/3/issue/[linked issue key]?fields=issuelinks`. If the link request duplicates a link, t",w,high,ii plain create link,buildset-2026-09-18
b1025,atlassian,DELETE,/rest/api/3/field/{fieldKey}/option/{optionId}/issue,replaceIssueFieldOption,Replace issue field option,Deselects an issue-field select-list option from all issues where it is selected. A different option can be selected to replace the deselected option. The update can also be limited to a smaller set of issues by using a JQL query. Connect and Forge app users with *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg) can override the screen security configuration using `overrideScreenSecurity` and `overrideEditableFlag`. This is an [asynchronous operation](#async). The ,x,high,DELETE method wins deselects option,buildset-2026-09-18
b1026,atlassian,POST,/rest/api/3/dashboard/{dashboardId}/gadget,addGadget,Add gadget to dashboard,Adds a gadget to a dashboard. **[Permissions](#permissions) required:** None.,w,high,ii plain create gadget,buildset-2026-09-18
b1027,atlassian,POST,/rest/api/3/jql/function/computation,updatePrecomputations,Update precomputations,,w,low,iii updates existing computations,buildset-2026-09-18
b1028,atlassian,DELETE,/rest/api/3/project/{projectIdOrKey},deleteProject,Delete project,"Deletes a project. You can't delete a project if it's archived. To delete an archived project, restore the project and then delete it. To restore a project, use the Jira UI. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",x,high,delete method no trash,buildset-2026-09-18
b1029,atlassian,POST,/rest/api/3/filter,createFilter,Create filter,Creates a filter. The filter is shared according to the [default share scope](#api-rest-api-3-filter-post). The filter is not selected as a favorite. **[Permissions](#permissions) required:** Permission to access Jira.,w,high,ii plain create of filter,buildset-2026-09-18
b1030,atlassian,PUT,/rest/api/3/issue/{issueIdOrKey}/remotelink/{linkId},updateRemoteIssueLink,Update remote issue link by ID,Updates a remote issue link for an issue. Note: Fields without values in the request are set to null. This operation requires [issue linking to be active](https://confluence.atlassian.com/x/yoXKM). This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  *Browse projects* and *Link issues* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the issue is in.  *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) i,w,high,PUT default edits remote link,buildset-2026-09-18
b1031,atlassian,POST,/rest/api/3/user,createUser,Create user,"Creates a user. This resource is retained for legacy compatibility. As soon as a more suitable alternative is available this resource will be deprecated. If the user exists and has access to Jira, the operation returns a 201 status. If the user exists but does not have access to Jira, the operation returns a 400 status. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,ii plain create user,buildset-2026-09-18
b1032,atlassian,DELETE,/rest/atlassian-connect/1/app/module/dynamic,DynamicModulesResource.removeModules_delete,Remove modules,Remove all or a list of modules registered by the calling app. **[Permissions](#permissions) required:** Only Connect apps can make this request.,x,high,DELETE method wins removes modules,buildset-2026-09-18
b1033,atlassian,PUT,/rest/api/3/priority/{id},updatePriority,Update priority,Updates an issue priority. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,put default update priority,buildset-2026-09-18
b1034,atlassian,POST,/rest/api/3/app/field/value,updateMultipleCustomFieldValues,Update custom fields,Updates the value of one or more custom fields on one or more issues. Combinations of custom field and issue should be unique within the request. Custom fields can only be updated by the Forge app that created them. **[Permissions](#permissions) required:** Only the app that created the custom field can update its values with this operation.,w,high,iii updates custom field values,buildset-2026-09-18
b1035,atlassian,POST,/rest/api/3/issue/watching,getIsWatchingIssueBulk,Get is watching issue bulk,"Returns, for the user, details of the watched status of issues from a list. If an issue ID is invalid, the returned watched status is `false`. This operation requires the **Allow users to watch issues** option to be *ON*. This option is set in General configuration for Jira. See [Configuring Jira application options](https://confluence.atlassian.com/x/uYXKM) for details. **[Permissions](#permissions) required:**  *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg",r,high,i POST that only reads watched status,buildset-2026-09-18
b1036,atlassian,PUT,/rest/api/3/issuetypescheme/{issueTypeSchemeId}/issuetype,addIssueTypesToIssueTypeScheme,Add issue types to issue type scheme,"Adds issue types to an issue type scheme. The added issue types are appended to the issue types list. If any of the issue types exist in the issue type scheme, the operation fails and no issue types are added. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,w adds issue types settable back,buildset-2026-09-18
b1037,atlassian,PUT,/rest/api/3/project/{projectId}/email,updateProjectEmail,Set project's sender email,"Sets the [project's sender email address](https://confluence.atlassian.com/x/dolKLg). If `emailAddress` is an empty string, the default email address is restored. **[Permissions](#permissions) required:** *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project.",w,high,put default w sets email,buildset-2026-09-18
b1038,atlassian,PUT,/rest/api/3/filter/defaultShareScope,setDefaultShareScope,Set default share scope,Sets the default sharing for new filters and dashboards for a user. **[Permissions](#permissions) required:** Permission to access Jira.,w,high,w sets default scope settable back,buildset-2026-09-18
b1039,atlassian,POST,/rest/api/3/issue/{issueIdOrKey}/notify,notify,Send notification for issue,"Creates an email notification for an issue and adds it to the mail queue. **[Permissions](#permissions) required:**  *  *Browse Projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the issue is in.  *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue.",x,high,c sends notification email,buildset-2026-09-18
b1040,atlassian,DELETE,/rest/api/3/permissionscheme/{schemeId},deletePermissionScheme,Delete permission scheme,Deletes a permission scheme. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,x,high,a deletes scheme no restore,buildset-2026-09-18
b1041,atlassian,PUT,/rest/api/3/field/{fieldId}/context/{contextId}/project,assignProjectsToCustomFieldContext,Assign custom field context to projects,"Assigns a custom field context to projects. If any project in the request is assigned to any context of the custom field, the operation fails. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,w assigns field context settable back,buildset-2026-09-18
b1042,atlassian,PUT,/rest/api/3/issue/{issueIdOrKey}/properties/{propertyKey},setIssueProperty,Set issue property,"Sets the value of an issue's property. Use this resource to store custom data against an issue. The value of the request body must be a [valid](http://tools.ietf.org/html/rfc4627), non-empty JSON blob. The maximum length is 32768 characters. This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  *Browse projects* and *Edit issues* [project permissions](https://confluence.atlassian.com/x/yodKLg) for the project containing the issue.  *  If [issue-level security]",w,high,PUT default sets property,buildset-2026-09-18
b1043,atlassian,POST,/rest/api/3/issueLinkType,createIssueLinkType,Create issue link type,"Creates an issue link type. Use this operation to create descriptions of the reasons why issues are linked. The issue link type consists of a name and descriptions for a link's inward and outward relationships. To use this operation, the site must have [issue linking](https://confluence.atlassian.com/x/yoXKM) enabled. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,ii plain create link type,buildset-2026-09-18
b1044,atlassian,DELETE,/rest/api/3/attachment/{id},removeAttachment,Delete attachment,Deletes an attachment from an issue. This operation can be accessed anonymously. **[Permissions](#permissions) required:** For the project holding the issue containing the attachment:  *  *Delete own attachments* [project permission](https://confluence.atlassian.com/x/yodKLg) to delete an attachment created by the calling user.  *  *Delete all attachments* [project permission](https://confluence.atlassian.com/x/yodKLg) to delete an attachment created by any user.,x,high,delete method no trash,buildset-2026-09-18
b1045,atlassian,DELETE,/rest/api/3/issuetypescheme/{issueTypeSchemeId},deleteIssueTypeScheme,Delete issue type scheme,Deletes an issue type scheme. Only issue type schemes used in classic projects can be deleted. Any projects assigned to the scheme are reassigned to the default issue type scheme. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,x,high,a deletes scheme no restore,buildset-2026-09-18
b1046,atlassian,POST,/rest/api/3/issue/{issueIdOrKey}/remotelink,createOrUpdateRemoteIssueLink,Create or update remote issue link,"Creates or updates a remote issue link for an issue. If a `globalId` is provided and a remote issue link with that global ID is found it is updated. Any fields without values in the request are set to null. Otherwise, the remote issue link is created. This operation requires [issue linking to be active](https://confluence.atlassian.com/x/yoXKM). This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  *Browse projects* and *Link issues* [project permission](https",w,high,ii create or update link,buildset-2026-09-18
b1047,atlassian,PUT,/rest/api/3/project/{projectIdOrKey}/avatar,updateProjectAvatar,Set project avatar,"Sets the avatar displayed for a project. Use [Load project avatar](#api-rest-api-3-project-projectIdOrKey-avatar2-post) to store avatars against the project, before using this operation to set the displayed avatar. **[Permissions](#permissions) required:** *Administer projects* [project permission](https://confluence.atlassian.com/x/yodKLg).",w,high,w sets avatar settable back,buildset-2026-09-18
b1048,atlassian,DELETE,/rest/api/3/issue/{issueIdOrKey}/properties/{propertyKey},deleteIssueProperty,Delete issue property,"Deletes an issue's property. This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  *Browse projects* and *Edit issues* [project permissions](https://confluence.atlassian.com/x/yodKLg) for the project containing the issue.  *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue.",x,high,a deletes issue property no restore,buildset-2026-09-18
b1049,atlassian,PUT,/rest/api/3/issuetypescheme/project,assignIssueTypeSchemeToProject,Assign issue type scheme to project,"Assigns an issue type scheme to a project. If any issues in the project are assigned issue types not present in the new scheme, the operation will fail. To complete the assignment those issues must be updated to use issue types in the new scheme. Issue type schemes can only be assigned to classic projects. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,w assigns scheme settable back,buildset-2026-09-18
b1050,atlassian,POST,/rest/api/3/jql/pdcleaner,migrateQueries,Convert user identifiers to account IDs in JQL queries,"Converts one or more JQL queries with user identifiers (username or user key) to equivalent JQL queries with account IDs. You may wish to use this operation if your system stores JQL queries and you want to make them GDPR-compliant. For more information about GDPR-related changes, see the [migration guide](https://developer.atlassian.com/cloud/jira/platform/deprecation-notice-user-privacy-api-migration-guide/). **[Permissions](#permissions) required:** Permission to access Jira.",r,high,i POST converts returns result,buildset-2026-09-18
b1051,atlassian,PUT,/rest/api/3/issue/{issueIdOrKey}/comment/{id},updateComment,Update comment,"Updates a comment. This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the issue containing the comment is in.  *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue.  *  *Edit all comments*[ project permission](https://confluence.atlassian.com/x/yodKLg) to update any comment",w,high,put default update comment,buildset-2026-09-18
b1052,atlassian,POST,/rest/api/3/project/{projectIdOrKey}/avatar2,createProjectAvatar,Load project avatar,"Loads an avatar for a project. Specify the avatar's local file location in the body of the request. Also, include the following headers:  *  `X-Atlassian-Token: no-check` To prevent XSRF protection blocking the request, for more information see [Special Headers](#special-request-headers).  *  `Content-Type: image/image type` Valid image types are JPEG, GIF, or PNG. For example:   `curl --request POST ` `--user email@example.com:<api_token> ` `--header 'X-Atlassian-Token: no-check' ` `--header 'C",w,high,iii POST edits sets avatar,buildset-2026-09-18
b1053,atlassian,PUT,/rest/api/3/fieldconfiguration/{id},updateFieldConfiguration,Update field configuration,Updates a field configuration. The name and the description provided in the request override the existing values. This operation can only update configurations used in company-managed (classic) projects. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,PUT default edits field config,buildset-2026-09-18
b1054,atlassian,DELETE,/rest/api/3/field/{fieldKey}/option/{optionId},deleteIssueFieldOption,Delete issue field option,"Deletes an option from a select list issue field. Note that this operation **only works for issue field select list options added by Connect apps**, it cannot be used with issue field select list options created in Jira or using operations from the [Issue custom field options](#api-group-Issue-custom-field-options) resource. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg). Jira permissions are not required for the app pro",x,high,DELETE no trash named,buildset-2026-09-18
b1055,atlassian,POST,/rest/api/3/field/{fieldId}/context/mapping,getCustomFieldContextsForProjectsAndIssueTypes,Get custom field contexts for projects and issue types,"Returns a [paginated](#pagination) list of project and issue type mappings and, for each mapping, the ID of a [custom field context](https://confluence.atlassian.com/x/k44fOw) that applies to the project and issue type. If there is no custom field context assigned to the project then, if present, the custom field context that applies to all projects is returned if it also applies to the issue type or all issue types. If a custom field context is not found, the returned custom field context ID is",r,high,i post read-only lookup,buildset-2026-09-18
b1056,atlassian,PUT,/rest/api/3/issuetype/{issueTypeId}/properties/{propertyKey},setIssueTypeProperty,Set issue type property,"Creates or updates the value of the [issue type property](https://developer.atlassian.com/cloud/jira/platform/storing-data-without-a-database/#a-id-jira-entity-properties-a-jira-entity-properties). Use this resource to store and update data against an issue type. The value of the request body must be a [valid](http://tools.ietf.org/html/rfc4627), non-empty JSON blob. The maximum length is 32768 characters. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://co",w,high,put default w sets property,buildset-2026-09-18
b1057,atlassian,POST,/rest/api/3/fieldconfiguration,createFieldConfiguration,Create field configuration,"Creates a field configuration. The field configuration is created with the same field properties as the default configuration, with all the fields being optional. This operation can only create configurations for use in company-managed (classic) projects. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,ii plain create field configuration,buildset-2026-09-18
b1058,atlassian,POST,/rest/api/3/issuetypescreenscheme/{issueTypeScreenSchemeId}/mapping/remove,removeMappingsFromIssueTypeScreenScheme,Remove mappings from issue type screen scheme,Removes issue type to screen scheme mappings from an issue type screen scheme. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,post removing mapping allowed not delete,buildset-2026-09-18
b1059,atlassian,DELETE,/rest/api/3/field/{fieldId}/context/{contextId},deleteCustomFieldContext,Delete custom field context,Deletes a [ custom field context](https://confluence.atlassian.com/adminjiracloud/what-are-custom-field-contexts-991923859.html). **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,x,high,DELETE method wins no restore named,buildset-2026-09-18
b1060,atlassian,DELETE,/rest/api/3/workflow/{entityId},deleteInactiveWorkflow,Delete inactive workflow,Deletes a workflow. The workflow cannot be deleted if it is:  *  an active workflow.  *  a system workflow.  *  associated with any workflow scheme.  *  associated with any draft workflow scheme. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,x,high,a deletes workflow no restore,buildset-2026-09-18
b1061,atlassian,PUT,/rest/api/3/settings/columns,setIssueNavigatorDefaultColumns,Set issue navigator default columns,"Sets the default issue navigator columns. The `columns` parameter accepts a navigable field value and is expressed as HTML form data. To specify multiple columns, pass multiple `columns` parameters. For example, in curl: `curl -X PUT -d columns=summary -d columns=description https://your-domain.atlassian.net/rest/api/3/settings/columns` If no column details are sent, then all default columns are removed. A navigable field is one that can be used as a column on the issue navigator. Find details o",w,high,w sets columns settable back,buildset-2026-09-18
b1062,atlassian,POST,/rest/api/3/jql/autocompletedata,getAutoCompletePost,Get field reference data (POST),"Returns reference data for JQL searches. This is a downloadable version of the documentation provided in [Advanced searching - fields reference](https://confluence.atlassian.com/x/gwORLQ) and [Advanced searching - functions reference](https://confluence.atlassian.com/x/hgORLQ), along with a list of JQL-reserved words. Use this information to assist with the programmatic creation of JQL queries or the validation of queries built in a custom query builder. This operation can filter the custom fiel",r,high,i POST read-only query data,buildset-2026-09-18
b1063,atlassian,POST,/rest/api/3/filter/{id}/permission,addSharePermission,Add share permission,Add a share permissions to a filter. If you add a global share permission (one for all logged-in users or the public) it will overwrite all share permissions for the filter. Be aware that this operation uses different objects for updating share permissions compared to [Update filter](#api-rest-api-3-filter-id-put). **[Permissions](#permissions) required:** *Share dashboards and filters* [global permission](https://confluence.atlassian.com/x/x4dKLg) and the user must own the filter.,w,high,ii adds permission removable,buildset-2026-09-18
b1064,atlassian,DELETE,/rest/api/3/user/properties/{propertyKey},deleteUserProperty,Delete user property,"Deletes a property from a user. Note: This operation does not access the [user properties](https://confluence.atlassian.com/x/8YxjL) created and maintained in Jira. **[Permissions](#permissions) required:**  *  *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg), to delete a property from any user.  *  Access to Jira, to delete a property from the calling user's record.",x,high,DELETE no trash named,buildset-2026-09-18
b1065,atlassian,POST,/rest/api/3/issue/{issueIdOrKey}/changelog/list,getChangeLogsByIds,Get changelogs by IDs,"Returns changelogs for an issue specified by a list of changelog IDs. This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the issue is in.  *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue.",r,high,i POST returns data read-only,buildset-2026-09-18
b1066,atlassian,DELETE,/rest/api/3/issue/{issueIdOrKey}/votes,removeVote,Delete vote,Deletes a user's vote from an issue. This is the equivalent of the user clicking *Unvote* on an issue in Jira. This operation requires the **Allow users to vote on issues** option to be *ON*. This option is set in General configuration for Jira. See [Configuring Jira application options](https://confluence.atlassian.com/x/uYXKM) for details. **[Permissions](#permissions) required:**  *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the iss,x,high,DELETE method wins no trash named,buildset-2026-09-18
b1067,atlassian,POST,/rest/api/3/jql/match,matchIssues,Check issues against JQL,"Checks whether one or more issues would be returned by one or more JQL queries. **[Permissions](#permissions) required:** None, however, issues are only matched against JQL queries where the user has:  *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the issue is in.  *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue.",r,high,i check query jql,buildset-2026-09-18
b1068,atlassian,PUT,/rest/api/3/issue/properties/{propertyKey},bulkSetIssueProperty,Bulk set issue property,Sets a property value on multiple issues. The value set can be a constant or determined by a [Jira expression](https://developer.atlassian.com/cloud/jira/platform/jira-expressions/). Expressions must be computable with constant complexity when applied to a set of issues. Expressions must also comply with the [restrictions](https://developer.atlassian.com/cloud/jira/platform/jira-expressions/#restrictions) that apply to all Jira expressions. The issues to be updated can be specified by a filter. ,w,high,w sets property settable back,buildset-2026-09-18
b1069,atlassian,PUT,/rest/api/3/issue/{issueIdOrKey}/worklog/{worklogId}/properties/{propertyKey},setWorklogProperty,Set worklog property,"Sets the value of a worklog property. Use this operation to store custom data against the worklog. The value of the request body must be a [valid](http://tools.ietf.org/html/rfc4627), non-empty JSON blob. The maximum length is 32768 characters. This operation can be accessed anonymously. **[Permissions](#permissions) required:**  *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project that the issue is in.  *  If [issue-level security](https://conflue",w,high,w sets property settable back,buildset-2026-09-18
b1070,atlassian,POST,/rest/api/3/projectCategory,createProjectCategory,Create project category,Creates a project category. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,ii plain create category,buildset-2026-09-18
b1071,atlassian,POST,/rest/api/3/webhook,registerDynamicWebhooks,Register dynamic webhooks,"Registers webhooks. **NOTE:** for non-public OAuth apps, webhooks are delivered only if there is a match between the app owner and the user who registered a dynamic webhook. **[Permissions](#permissions) required:** Only [Connect](https://developer.atlassian.com/cloud/jira/platform/#connect-apps) and [OAuth 2.0](https://developer.atlassian.com/cloud/jira/platform/oauth-2-3lo-apps) apps can use this operation.",w,high,ii plain create webhook,buildset-2026-09-18
b1072,atlassian,DELETE,/rest/api/3/component/{id},deleteComponent,Delete component,Deletes a component. This operation can be accessed anonymously. **[Permissions](#permissions) required:** *Administer projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project containing the component or *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,x,high,a deletes component no restore,buildset-2026-09-18
b1073,atlassian,PUT,/rest/api/3/configuration/timetracking,selectTimeTrackingImplementation,Select time tracking provider,Selects a time tracking provider. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,PUT default edits config,buildset-2026-09-18
b1074,atlassian,PUT,/rest/api/3/mypreferences/locale,setLocale,Set locale,"Deprecated, use [ Update a user profile](https://developer.atlassian.com/cloud/admin/user-management/rest/#api-users-account-id-manage-profile-patch) from the user management REST API instead. Sets the locale of the user. The locale must be one supported by the instance of Jira. **[Permissions](#permissions) required:** Permission to access Jira.",w,high,put default w locale setting,buildset-2026-09-18
b1075,atlassian,POST,/rest/api/3/component,createComponent,Create component,Creates a component. Use components to provide containers for issues within a project. This operation can be accessed anonymously. **[Permissions](#permissions) required:** *Administer projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project in which the component is created or *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,ii plain create component,buildset-2026-09-18
b1076,atlassian,DELETE,/rest/api/3/group/user,removeUserFromGroup,Remove user from group,"Removes a user from a group. **[Permissions](#permissions) required:** Site administration (that is, member of the *site-admin* [group](https://confluence.atlassian.com/x/24xjL)).",x,high,DELETE removes user from group method wins x,buildset-2026-09-18
b1077,atlassian,POST,/rest/api/3/dashboard/{id}/copy,copyDashboard,Copy dashboard,Copies a dashboard. Any values provided in the `dashboard` parameter replace those in the copied dashboard. **[Permissions](#permissions) required:** None The dashboard to be copied must be owned by or shared with the user.,w,high,ii plain create copy,buildset-2026-09-18
b1078,atlassian,PUT,/rest/api/3/workflowscheme/project,assignSchemeToProject,Assign workflow scheme to project,Assigns a workflow scheme to a project. This operation is performed only when there are no issues in the project. Workflow schemes can only be assigned to classic projects. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,w edits scheme assignment settable back,buildset-2026-09-18
b1079,atlassian,POST,/rest/api/3/permissions/project,getPermittedProjects,Get permitted projects,Returns all the projects where the user is granted a list of project permissions. This operation can be accessed anonymously. **[Permissions](#permissions) required:** None.,r,high,i pure read permitted projects,buildset-2026-09-18
b1080,atlassian,PUT,/rest/api/3/projectCategory/{id},updateProjectCategory,Update project category,Updates a project category. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,w edits category,buildset-2026-09-18
b1081,atlassian,PUT,/rest/api/3/user/properties/{propertyKey},setUserProperty,Set user property,"Sets the value of a user's property. Use this resource to store custom data against a user. Note: This operation does not access the [user properties](https://confluence.atlassian.com/x/8YxjL) created and maintained in Jira. **[Permissions](#permissions) required:**  *  *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg), to set a property on any user.  *  Access to Jira, to set a property on the calling user's record.",w,high,PUT default sets property,buildset-2026-09-18
b1082,atlassian,POST,/rest/api/3/field/{fieldId}/context/{contextId}/project/remove,removeCustomFieldContextFromProjects,Remove custom field context from projects,"Removes a custom field context from projects. A custom field context without any projects applies to all projects. Removing all projects from a custom field context would result in it applying to all projects. If any project in the request is not assigned to the context, or the operation would result in two global contexts for the field, the operation fails. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).",w,high,w removes context assoc via POST settable back,buildset-2026-09-18
b1083,atlassian,POST,/rest/api/3/fieldconfigurationscheme/{id}/mapping/delete,removeIssueTypesFromGlobalFieldConfigurationScheme,Remove issue types from field configuration scheme,Removes issue types from the field configuration scheme. This operation can only modify field configuration schemes used in company-managed (classic) projects. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,removes item from list via POST addable back,buildset-2026-09-18
b1084,atlassian,DELETE,/rest/api/3/mypreferences/locale,deleteLocale,Delete locale,"Deprecated, use [ Update a user profile](https://developer.atlassian.com/cloud/admin/user-management/rest/#api-users-account-id-manage-profile-patch) from the user management REST API instead. Deletes the locale of the user, which restores the default setting. **[Permissions](#permissions) required:** Permission to access Jira.",w,low,DELETE restores default setting reversible,buildset-2026-09-18
b1085,atlassian,POST,/rest/api/3/field/{id}/restore,restoreCustomField,Restore custom field from trash,Restores a custom field from trash. See [Edit or delete a custom field](https://confluence.atlassian.com/x/Z44fOw) for more information on trashing and deleting custom fields. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).,w,high,restore explicitly named,buildset-2026-09-18
b1086,atlassian,POST,/rest/api/3/universal_avatar/type/{type}/owner/{entityId},storeAvatar,Load avatar,"Loads a custom avatar for a project or issue type. Specify the avatar's local file location in the body of the request. Also, include the following headers:  *  `X-Atlassian-Token: no-check` To prevent XSRF protection blocking the request, for more information see [Special Headers](#special-request-headers).  *  `Content-Type: image/image type` Valid image types are JPEG, GIF, or PNG. For example:   `curl --request POST ` `--user email@example.com:<api_token> ` `--header 'X-Atlassian-Token: no-c",w,high,ii plain create avatar upload,buildset-2026-09-18
