row_id,provider,method,path,operationId,truth,confidence,predicted,step,rule,source,matched,verdict
e0423,okta,POST,/api/v1/idps/{idpId}/lifecycle/deactivate,deactivateIdentityProvider,w,high,w,2,modify-verb,list,deactivate,exact
e0424,okta,GET,/api/v1/idps/{idpId}/users,listIdentityProviderApplicationUsers,r,high,r,1,method,floor,,exact
e0425,okta,GET,/api/v1/idps/{idpId}/users/{userId},getIdentityProviderApplicationUser,r,high,r,1,method,floor,,exact
e0426,okta,POST,/api/v1/idps/{idpId}/users/{userId},linkUserToIdentityProvider,x,high,x,3,floor-post,floor,,exact
e0427,okta,DELETE,/api/v1/idps/{idpId}/users/{userId},unlinkUserFromIdentityProvider,x,low,w,2,method-floor,floor,,leak
e0428,okta,GET,/api/v1/idps/{idpId}/users/{userId}/credentials/tokens,listSocialAuthTokens,r,high,r,1,method,floor,,exact
e0429,okta,GET,/api/v1/inlineHooks,listInlineHooks,r,high,r,1,method,floor,,exact
e0430,okta,POST,/api/v1/inlineHooks,createInlineHook,x,high,x,3,floor-post,floor,,exact
e0431,okta,GET,/api/v1/inlineHooks/{inlineHookId},getInlineHook,r,high,r,1,method,floor,,exact
e0432,okta,PUT,/api/v1/inlineHooks/{inlineHookId},replaceInlineHook,w,high,w,2,method-floor,floor,,exact
e0433,okta,POST,/api/v1/inlineHooks/{inlineHookId},updateInlineHook,w,high,w,2,modify-verb,list,update,exact
e0434,okta,DELETE,/api/v1/inlineHooks/{inlineHookId},deleteInlineHook,w,high,w,2,method-floor,floor,,exact
e0435,okta,POST,/api/v1/inlineHooks/{inlineHookId}/execute,executeInlineHook,x,high,x,3,floor-post,floor,,exact
e0436,okta,POST,/api/v1/inlineHooks/{inlineHookId}/lifecycle/activate,activateInlineHook,w,high,w,2,modify-verb,list,activate,exact
e0437,okta,POST,/api/v1/inlineHooks/{inlineHookId}/lifecycle/deactivate,deactivateInlineHook,w,high,w,2,modify-verb,list,deactivate,exact
e0438,okta,GET,/api/v1/logStreams,listLogStreams,r,high,r,1,method,floor,,exact
e0439,okta,POST,/api/v1/logStreams,createLogStream,x,high,x,3,floor-post,floor,,exact
e0440,okta,GET,/api/v1/logStreams/{logStreamId},getLogStream,r,high,r,1,method,floor,,exact
e0441,okta,PUT,/api/v1/logStreams/{logStreamId},replaceLogStream,w,high,w,2,method-floor,floor,,exact
e0442,okta,DELETE,/api/v1/logStreams/{logStreamId},deleteLogStream,w,high,w,2,method-floor,floor,,exact
e0443,okta,POST,/api/v1/logStreams/{logStreamId}/lifecycle/activate,activateLogStream,w,high,w,2,modify-verb,list,activate,exact
e0444,okta,POST,/api/v1/logStreams/{logStreamId}/lifecycle/deactivate,deactivateLogStream,w,high,w,2,modify-verb,list,deactivate,exact
e0445,okta,GET,/api/v1/logs,listLogEvents,r,high,r,1,method,floor,,exact
e0446,okta,GET,/api/v1/mappings,listProfileMappings,r,high,r,1,method,floor,,exact
e0447,okta,GET,/api/v1/mappings/{mappingId},getProfileMapping,r,high,r,1,method,floor,,exact
e0448,okta,POST,/api/v1/mappings/{mappingId},updateProfileMapping,w,high,w,2,modify-verb,list,update,exact
e0449,okta,GET,/api/v1/meta/schemas/apps/{appId}/default,getApplicationUserSchema,r,high,r,1,method,floor,,exact
e0450,okta,POST,/api/v1/meta/schemas/apps/{appId}/default,updateApplicationUserProfile,w,high,x,3,floor-post,floor,,over-tight
e0451,okta,GET,/api/v1/meta/schemas/group/default,getGroupSchema,r,high,r,1,method,floor,,exact
e0452,okta,POST,/api/v1/meta/schemas/group/default,updateGroupSchema,w,high,w,2,modify-verb,list,update,exact
e0453,okta,GET,/api/v1/meta/schemas/logStream,listLogStreamSchemas,r,high,r,1,method,floor,,exact
e0454,okta,GET,/api/v1/meta/schemas/logStream/{logStreamType},getLogStreamSchema,r,high,r,1,method,floor,,exact
e0455,okta,GET,/api/v1/meta/schemas/user/linkedObjects,listLinkedObjectDefinitions,r,high,r,1,method,floor,,exact
e0456,okta,POST,/api/v1/meta/schemas/user/linkedObjects,createLinkedObjectDefinition,x,high,x,3,floor-post,floor,,exact
e0457,okta,GET,/api/v1/meta/schemas/user/linkedObjects/{linkedObjectName},getLinkedObjectDefinition,r,high,r,1,method,floor,,exact
e0458,okta,DELETE,/api/v1/meta/schemas/user/linkedObjects/{linkedObjectName},deleteLinkedObjectDefinition,w,high,w,2,method-floor,floor,,exact
e0459,okta,GET,/api/v1/meta/schemas/user/{schemaId},getUserSchema,r,high,r,1,method,floor,,exact
e0460,okta,POST,/api/v1/meta/schemas/user/{schemaId},updateUserProfile,w,high,x,3,floor-post,floor,,over-tight
e0461,okta,GET,/api/v1/meta/types/user,listUserTypes,r,high,r,1,method,floor,,exact
e0462,okta,POST,/api/v1/meta/types/user,createUserType,x,high,x,3,floor-post,floor,,exact
e0463,okta,GET,/api/v1/meta/types/user/{typeId},getUserType,r,high,r,1,method,floor,,exact
e0464,okta,PUT,/api/v1/meta/types/user/{typeId},replaceUserType,w,high,w,2,method-floor,floor,,exact
e0465,okta,POST,/api/v1/meta/types/user/{typeId},updateUserType,w,high,x,3,floor-post,floor,,over-tight
e0466,okta,DELETE,/api/v1/meta/types/user/{typeId},deleteUserType,w,high,w,2,method-floor,floor,,exact
e0467,okta,GET,/api/v1/meta/uischemas,listUISchemas,r,high,r,1,method,floor,,exact
e0468,okta,POST,/api/v1/meta/uischemas,createUISchema,x,high,x,3,floor-post,floor,,exact
e0469,okta,GET,/api/v1/meta/uischemas/{id},getUISchema,r,high,r,1,method,floor,,exact
e0470,okta,PUT,/api/v1/meta/uischemas/{id},replaceUISchemas,w,high,w,2,method-floor,floor,,exact
e0471,okta,DELETE,/api/v1/meta/uischemas/{id},deleteUISchemas,w,high,w,2,method-floor,floor,,exact
e0472,okta,GET,/api/v1/org,getOrgSettings,r,high,r,1,method,floor,,exact
e0473,okta,PUT,/api/v1/org,replaceOrgSettings,w,high,w,2,method-floor,floor,,exact
e0474,okta,POST,/api/v1/org,updateOrgSettings,w,high,w,2,modify-verb,list,update,exact
e0475,okta,GET,/api/v1/org/captcha,getOrgCaptchaSettings,r,high,r,1,method,floor,,exact
e0476,okta,PUT,/api/v1/org/captcha,replacesOrgCaptchaSettings,w,high,w,2,method-floor,floor,,exact
e0477,okta,DELETE,/api/v1/org/captcha,deleteOrgCaptchaSettings,w,high,w,2,method-floor,floor,,exact
e0478,okta,GET,/api/v1/org/contacts,listOrgContactTypes,r,high,r,1,method,floor,,exact
e0479,okta,GET,/api/v1/org/contacts/{contactType},getOrgContactUser,r,high,r,1,method,floor,,exact
e0480,okta,PUT,/api/v1/org/contacts/{contactType},replaceOrgContactUser,w,low,w,2,method-floor,floor,,exact
e0481,okta,POST,/api/v1/org/email/bounces/remove-list,bulkRemoveEmailAddressBounces,x,low,w,2,modify-verb,list,remove,leak
e0482,okta,GET,/api/v1/org/factors/yubikey_token/tokens,listYubikeyOtpTokens,r,high,r,1,method,floor,,exact
e0483,okta,POST,/api/v1/org/factors/yubikey_token/tokens,uploadYubikeyOtpTokenSeed,x,high,x,3,floor-post,floor,,exact
e0484,okta,GET,/api/v1/org/factors/yubikey_token/tokens/{tokenId},getYubikeyOtpTokenById,r,high,r,1,method,floor,,exact
e0485,okta,GET,/api/v1/org/orgSettings/thirdPartyAdminSetting,getThirdPartyAdminSetting,r,high,r,1,method,floor,,exact
e0486,okta,POST,/api/v1/org/orgSettings/thirdPartyAdminSetting,updateThirdPartyAdminSetting,x,low,x,3,floor-post,floor,,exact
e0487,okta,GET,/api/v1/org/preferences,getOrgPreferences,r,high,r,1,method,floor,,exact
e0488,okta,POST,/api/v1/org/preferences/hideEndUserFooter,setOrgHideOktaUIFooter,w,high,x,3,floor-post,floor,,over-tight
e0489,okta,POST,/api/v1/org/preferences/showEndUserFooter,setOrgShowOktaUIFooter,w,high,x,3,floor-post,floor,,over-tight
e0490,okta,GET,/api/v1/org/privacy/aerial,getAerialConsent,r,high,r,1,method,floor,,exact
e0491,okta,POST,/api/v1/org/privacy/aerial/grant,grantAerialConsent,x,high,x,3,floor-post,floor,,exact
e0492,okta,POST,/api/v1/org/privacy/aerial/revoke,revokeAerialConsent,w,high,x,3,floor-post,floor,,over-tight
e0493,okta,GET,/api/v1/org/privacy/oktaCommunication,getOktaCommunicationSettings,r,high,r,1,method,floor,,exact
e0494,okta,POST,/api/v1/org/privacy/oktaCommunication/optIn,optInUsersToOktaCommunicationEmails,x,high,x,3,floor-post,floor,,exact
e0495,okta,POST,/api/v1/org/privacy/oktaCommunication/optOut,optOutUsersFromOktaCommunicationEmails,x,high,x,3,floor-post,floor,,exact
e0496,okta,GET,/api/v1/org/privacy/oktaSupport,getOrgOktaSupportSettings,r,high,r,1,method,floor,,exact
e0497,okta,GET,/api/v1/org/privacy/oktaSupport/cases,listOktaSupportCases,r,high,r,1,method,floor,,exact
e0498,okta,PATCH,/api/v1/org/privacy/oktaSupport/cases/{caseNumber},updateOktaSupportCase,x,high,w,2,method-floor,floor,,leak
e0499,okta,POST,/api/v1/org/privacy/oktaSupport/extend,extendOktaSupport,x,high,x,3,floor-post,floor,,exact
e0500,okta,POST,/api/v1/org/privacy/oktaSupport/grant,grantOktaSupport,x,high,x,3,floor-post,floor,,exact
e0501,okta,POST,/api/v1/org/privacy/oktaSupport/revoke,revokeOktaSupport,x,high,x,3,floor-post,floor,,exact
e0502,okta,GET,/api/v1/org/settings/autoAssignAdminAppSetting,getAutoAssignAdminAppSetting,r,high,r,1,method,floor,,exact
e0503,okta,POST,/api/v1/org/settings/autoAssignAdminAppSetting,updateAutoAssignAdminAppSetting,w,low,x,3,floor-post,floor,,over-tight
e0504,okta,GET,/api/v1/org/settings/clientPrivilegesSetting,getClientPrivilegesSetting,r,high,r,1,method,floor,,exact
e0505,okta,PUT,/api/v1/org/settings/clientPrivilegesSetting,assignClientPrivilegesSetting,x,high,w,2,method-floor,floor,,leak
e0506,okta,POST,/api/v1/orgs,createChildOrg,x,high,x,3,floor-post,floor,,exact
e0507,okta,GET,/api/v1/policies,listPolicies,r,high,r,1,method,floor,,exact
e0508,okta,POST,/api/v1/policies,createPolicy,x,high,x,3,floor-post,floor,,exact
e0509,okta,POST,/api/v1/policies/simulate,createPolicySimulation,r,high,x,3,floor-post,floor,,over-tight
e0510,okta,GET,/api/v1/policies/{policyId},getPolicy,r,high,r,1,method,floor,,exact
e0511,okta,PUT,/api/v1/policies/{policyId},replacePolicy,x,low,w,2,method-floor,floor,,leak
e0512,okta,DELETE,/api/v1/policies/{policyId},deletePolicy,w,low,w,2,method-floor,floor,,exact
e0513,okta,GET,/api/v1/policies/{policyId}/app,listPolicyApps,r,high,r,1,method,floor,,exact
e0514,okta,POST,/api/v1/policies/{policyId}/clone,clonePolicy,x,high,x,3,floor-post,floor,,exact
e0515,okta,POST,/api/v1/policies/{policyId}/lifecycle/activate,activatePolicy,w,high,w,2,modify-verb,list,activate,exact
e0516,okta,POST,/api/v1/policies/{policyId}/lifecycle/deactivate,deactivatePolicy,w,high,w,2,modify-verb,list,deactivate,exact
e0517,okta,GET,/api/v1/policies/{policyId}/mappings,listPolicyMappings,r,high,r,1,method,floor,,exact
e0518,okta,POST,/api/v1/policies/{policyId}/mappings,mapResourceToPolicy,x,high,x,3,floor-post,floor,,exact
e0519,okta,GET,/api/v1/policies/{policyId}/mappings/{mappingId},getPolicyMapping,r,high,r,1,method,floor,,exact
e0520,okta,DELETE,/api/v1/policies/{policyId}/mappings/{mappingId},deletePolicyResourceMapping,w,low,w,2,method-floor,floor,,exact
e0521,okta,GET,/api/v1/policies/{policyId}/rules,listPolicyRules,r,high,r,1,method,floor,,exact
e0522,okta,POST,/api/v1/policies/{policyId}/rules,createPolicyRule,x,high,x,3,floor-post,floor,,exact
e0523,okta,GET,/api/v1/policies/{policyId}/rules/{ruleId},getPolicyRule,r,high,r,1,method,floor,,exact
e0524,okta,PUT,/api/v1/policies/{policyId}/rules/{ruleId},replacePolicyRule,w,low,w,2,method-floor,floor,,exact
e0525,okta,DELETE,/api/v1/policies/{policyId}/rules/{ruleId},deletePolicyRule,w,high,w,2,method-floor,floor,,exact
e0526,okta,POST,/api/v1/policies/{policyId}/rules/{ruleId}/lifecycle/activate,activatePolicyRule,w,low,w,2,modify-verb,list,activate,exact
e0527,okta,POST,/api/v1/policies/{policyId}/rules/{ruleId}/lifecycle/deactivate,deactivatePolicyRule,w,low,w,2,modify-verb,list,deactivate,exact
e0528,okta,GET,/api/v1/principal-rate-limits,listPrincipalRateLimitEntities,r,high,r,1,method,floor,,exact
e0529,okta,POST,/api/v1/principal-rate-limits,createPrincipalRateLimitEntity,x,high,x,3,floor-post,floor,,exact
e0530,okta,GET,/api/v1/principal-rate-limits/{principalRateLimitId},getPrincipalRateLimitEntity,r,high,r,1,method,floor,,exact
e0531,okta,PUT,/api/v1/principal-rate-limits/{principalRateLimitId},replacePrincipalRateLimitEntity,w,high,w,2,method-floor,floor,,exact
e0532,okta,GET,/api/v1/push-providers,listPushProviders,r,high,r,1,method,floor,,exact
e0533,okta,POST,/api/v1/push-providers,createPushProvider,x,high,x,3,floor-post,floor,,exact
e0534,okta,GET,/api/v1/push-providers/{pushProviderId},getPushProvider,r,high,r,1,method,floor,,exact
e0535,okta,PUT,/api/v1/push-providers/{pushProviderId},replacePushProvider,w,high,w,2,method-floor,floor,,exact
e0536,okta,DELETE,/api/v1/push-providers/{pushProviderId},deletePushProvider,w,high,w,2,method-floor,floor,,exact
e0537,okta,GET,/api/v1/rate-limit-settings/admin-notifications,getRateLimitSettingsAdminNotifications,r,high,r,1,method,floor,,exact
e0538,okta,PUT,/api/v1/rate-limit-settings/admin-notifications,replaceRateLimitSettingsAdminNotifications,w,high,w,2,method-floor,floor,,exact
e0539,okta,GET,/api/v1/rate-limit-settings/per-client,getRateLimitSettingsPerClient,r,high,r,1,method,floor,,exact
e0540,okta,PUT,/api/v1/rate-limit-settings/per-client,replaceRateLimitSettingsPerClient,w,high,w,2,method-floor,floor,,exact
e0541,okta,GET,/api/v1/rate-limit-settings/warning-threshold,getRateLimitSettingsWarningThreshold,r,high,r,1,method,floor,,exact
e0542,okta,PUT,/api/v1/rate-limit-settings/warning-threshold,replaceRateLimitSettingsWarningThreshold,w,high,w,2,method-floor,floor,,exact
e0543,okta,GET,/api/v1/realm-assignments,listRealmAssignments,r,high,r,1,method,floor,,exact
e0544,okta,POST,/api/v1/realm-assignments,createRealmAssignment,x,high,x,3,floor-post,floor,,exact
e0545,okta,GET,/api/v1/realm-assignments/operations,listRealmAssignmentOperations,r,high,r,1,method,floor,,exact
e0546,okta,POST,/api/v1/realm-assignments/operations,executeRealmAssignment,x,high,x,3,floor-post,floor,,exact
e0547,okta,GET,/api/v1/realm-assignments/{assignmentId},getRealmAssignment,r,high,r,1,method,floor,,exact
e0548,okta,PUT,/api/v1/realm-assignments/{assignmentId},replaceRealmAssignment,w,low,w,2,method-floor,floor,,exact
e0549,okta,DELETE,/api/v1/realm-assignments/{assignmentId},deleteRealmAssignment,w,low,w,2,method-floor,floor,,exact
e0550,okta,POST,/api/v1/realm-assignments/{assignmentId}/lifecycle/activate,activateRealmAssignment,w,low,w,2,modify-verb,list,activate,exact
e0551,okta,POST,/api/v1/realm-assignments/{assignmentId}/lifecycle/deactivate,deactivateRealmAssignment,w,low,w,2,modify-verb,list,deactivate,exact
e0552,okta,GET,/api/v1/realms,listRealms,r,high,r,1,method,floor,,exact
e0553,okta,POST,/api/v1/realms,createRealm,x,high,x,3,floor-post,floor,,exact
e0554,okta,GET,/api/v1/realms/{realmId},getRealm,r,high,r,1,method,floor,,exact
e0555,okta,PUT,/api/v1/realms/{realmId},replaceRealm,w,high,w,2,method-floor,floor,,exact
e0556,okta,DELETE,/api/v1/realms/{realmId},deleteRealm,w,high,w,2,method-floor,floor,,exact
e0557,okta,GET,/api/v1/roles/{roleRef}/subscriptions,listSubscriptionsRole,r,high,r,1,method,floor,,exact
e0558,okta,GET,/api/v1/roles/{roleRef}/subscriptions/{notificationType},getSubscriptionsNotificationTypeRole,r,high,r,1,method,floor,,exact
e0559,okta,POST,/api/v1/roles/{roleRef}/subscriptions/{notificationType}/subscribe,subscribeByNotificationTypeRole,x,low,x,3,floor-post,floor,,exact
e0560,okta,POST,/api/v1/roles/{roleRef}/subscriptions/{notificationType}/unsubscribe,unsubscribeByNotificationTypeRole,x,low,x,3,floor-post,floor,,exact
e0561,okta,GET,/api/v1/security-events-providers,listSecurityEventsProviderInstances,r,high,r,1,method,floor,,exact
e0562,okta,POST,/api/v1/security-events-providers,createSecurityEventsProviderInstance,x,high,x,3,floor-post,floor,,exact
e0563,okta,GET,/api/v1/security-events-providers/{securityEventProviderId},getSecurityEventsProviderInstance,r,high,r,1,method,floor,,exact
e0564,okta,PUT,/api/v1/security-events-providers/{securityEventProviderId},replaceSecurityEventsProviderInstance,w,high,w,2,method-floor,floor,,exact
e0565,okta,DELETE,/api/v1/security-events-providers/{securityEventProviderId},deleteSecurityEventsProviderInstance,w,high,w,2,method-floor,floor,,exact
e0566,okta,POST,/api/v1/security-events-providers/{securityEventProviderId}/lifecycle/activate,activateSecurityEventsProviderInstance,w,high,w,2,modify-verb,list,activate,exact
e0567,okta,POST,/api/v1/security-events-providers/{securityEventProviderId}/lifecycle/deactivate,deactivateSecurityEventsProviderInstance,w,low,w,2,modify-verb,list,deactivate,exact
e0568,okta,GET,/api/v1/sessions/{sessionId},getSession,r,high,r,1,method,floor,,exact
e0569,okta,DELETE,/api/v1/sessions/{sessionId},revokeSession,x,high,w,2,method-floor,floor,,leak
e0570,okta,POST,/api/v1/sessions/{sessionId}/lifecycle/refresh,refreshSession,w,low,x,3,floor-post,floor,,over-tight
e0571,okta,GET,/api/v1/ssf/stream,getSsfStreams,r,high,r,1,method,floor,,exact
e0572,okta,PUT,/api/v1/ssf/stream,replaceSsfStream,w,high,w,2,method-floor,floor,,exact
e0573,okta,POST,/api/v1/ssf/stream,createSsfStream,x,high,x,3,floor-post,floor,,exact
e0574,okta,DELETE,/api/v1/ssf/stream,deleteSsfStream,w,high,w,2,method-floor,floor,,exact
e0575,okta,PATCH,/api/v1/ssf/stream,updateSsfStream,w,high,w,2,method-floor,floor,,exact
e0576,okta,GET,/api/v1/ssf/stream/status,getSsfStreamStatus,r,high,r,1,method,floor,,exact
e0577,okta,POST,/api/v1/ssf/stream/verification,verifySsfStream,x,high,x,3,floor-post,floor,,exact
e0578,okta,GET,/api/v1/telephony-providers,listAllCustomTelephonyProviderCredentials,r,high,r,1,method,floor,,exact
e0579,okta,POST,/api/v1/telephony-providers,createCustomTelephonyProviderCredentials,x,high,x,3,floor-post,floor,,exact
e0580,okta,GET,/api/v1/telephony-providers/{customTelephonyProviderId},getCustomTelephonyProviderCredential,r,high,r,1,method,floor,,exact
e0581,okta,DELETE,/api/v1/telephony-providers/{customTelephonyProviderId},deleteCustomTelephonyProviderCredential,w,high,w,2,method-floor,floor,,exact
e0582,okta,PATCH,/api/v1/telephony-providers/{customTelephonyProviderId},updateCustomTelephonyProviderCredential,w,low,w,2,method-floor,floor,,exact
e0583,okta,POST,/api/v1/telephony-providers/{customTelephonyProviderId}/lifecycle/activate,activateCustomTelephonyCredential,w,high,w,2,modify-verb,list,activate,exact
e0584,okta,POST,/api/v1/telephony-providers/{customTelephonyProviderId}/lifecycle/deactivate,deactivateCustomTelephonyCredential,w,high,w,2,modify-verb,list,deactivate,exact
e0585,okta,POST,/api/v1/telephony-providers/{customTelephonyProviderId}/setAsPrimary,setAsPrimaryCustomTelephonyCredential,w,high,x,3,floor-post,floor,,over-tight
e0586,okta,POST,/api/v1/telephony-providers/{customTelephonyProviderId}/test,sendTestCustomTelephonyProviderCredential,x,high,x,3,floor-post,floor,,exact
e0587,okta,GET,/api/v1/templates/sms,listSmsTemplates,r,high,r,1,method,floor,,exact
e0588,okta,POST,/api/v1/templates/sms,createSmsTemplate,x,high,x,3,floor-post,floor,,exact
e0589,okta,GET,/api/v1/templates/sms/{templateId},getSmsTemplate,r,high,r,1,method,floor,,exact
e0590,okta,PUT,/api/v1/templates/sms/{templateId},replaceSmsTemplate,w,high,w,2,method-floor,floor,,exact
e0591,okta,POST,/api/v1/templates/sms/{templateId},updateSmsTemplate,w,high,w,2,modify-verb,list,update,exact
e0592,okta,DELETE,/api/v1/templates/sms/{templateId},deleteSmsTemplate,w,high,w,2,method-floor,floor,,exact
e0593,okta,GET,/api/v1/threats/configuration,getCurrentConfiguration,r,high,r,1,method,floor,,exact
e0594,okta,POST,/api/v1/threats/configuration,updateConfiguration,w,high,w,2,modify-verb,list,update,exact
e0595,okta,GET,/api/v1/trustedOrigins,listTrustedOrigins,r,high,r,1,method,floor,,exact
e0596,okta,POST,/api/v1/trustedOrigins,createTrustedOrigin,x,high,x,3,floor-post,floor,,exact
e0597,okta,GET,/api/v1/trustedOrigins/{trustedOriginId},getTrustedOrigin,r,high,r,1,method,floor,,exact
e0598,okta,PUT,/api/v1/trustedOrigins/{trustedOriginId},replaceTrustedOrigin,w,high,w,2,method-floor,floor,,exact
e0599,okta,DELETE,/api/v1/trustedOrigins/{trustedOriginId},deleteTrustedOrigin,w,high,w,2,method-floor,floor,,exact
e0600,okta,POST,/api/v1/trustedOrigins/{trustedOriginId}/lifecycle/activate,activateTrustedOrigin,w,high,w,2,modify-verb,list,activate,exact
e0601,okta,POST,/api/v1/trustedOrigins/{trustedOriginId}/lifecycle/deactivate,deactivateTrustedOrigin,w,high,w,2,modify-verb,list,deactivate,exact
e0602,okta,GET,/api/v1/users,listUsers,r,high,r,1,method,floor,,exact
e0603,okta,POST,/api/v1/users,createUser,x,high,x,3,floor-post,floor,,exact
e0604,okta,GET,/api/v1/users/{id},getUser,r,high,r,1,method,floor,,exact
e0605,okta,PUT,/api/v1/users/{id},replaceUser,x,low,w,2,method-floor,floor,,leak
e0606,okta,POST,/api/v1/users/{id},updateUser,x,low,x,3,floor-post,floor,,exact
e0607,okta,DELETE,/api/v1/users/{id},deleteUser,x,high,w,2,method-floor,floor,,leak
e0608,okta,GET,/api/v1/users/{id}/appLinks,listAppLinks,r,high,r,1,method,floor,,exact
e0609,okta,GET,/api/v1/users/{id}/blocks,listUserBlocks,r,high,r,1,method,floor,,exact
e0610,okta,GET,/api/v1/users/{id}/groups,listUserGroups,r,high,r,1,method,floor,,exact
e0611,okta,GET,/api/v1/users/{id}/idps,listUserIdentityProviders,r,high,r,1,method,floor,,exact
e0612,okta,POST,/api/v1/users/{id}/lifecycle/activate,activateUser,x,high,x,3,floor-post,floor,,exact
e0613,okta,POST,/api/v1/users/{id}/lifecycle/deactivate,deactivateUser,x,high,x,3,floor-post,floor,,exact
e0614,okta,POST,/api/v1/users/{id}/lifecycle/expire_password,expirePassword,x,high,w,2,modify-verb,list,expire,leak
e0615,okta,POST,/api/v1/users/{id}/lifecycle/expire_password_with_temp_password,expirePasswordWithTempPassword,x,high,w,2,modify-verb,list,expire,leak
e0616,okta,POST,/api/v1/users/{id}/lifecycle/reactivate,reactivateUser,x,high,x,3,floor-post,floor,,exact
e0617,okta,POST,/api/v1/users/{id}/lifecycle/reset_factors,resetFactors,x,high,x,3,floor-post,floor,,exact
e0618,okta,POST,/api/v1/users/{id}/lifecycle/reset_password,resetPassword,x,high,x,3,floor-post,floor,,exact
e0619,okta,POST,/api/v1/users/{id}/lifecycle/suspend,suspendUser,x,high,x,3,floor-post,floor,,exact
e0620,okta,POST,/api/v1/users/{id}/lifecycle/unlock,unlockUser,x,high,x,3,floor-post,floor,,exact
e0621,okta,POST,/api/v1/users/{id}/lifecycle/unsuspend,unsuspendUser,x,high,x,3,floor-post,floor,,exact
e0622,okta,PUT,/api/v1/users/{userIdOrLogin}/linkedObjects/{primaryRelationshipName}/{primaryUserId},assignLinkedObjectValueForPrimary,w,low,w,2,method-floor,floor,,exact
e0623,okta,GET,/api/v1/users/{userIdOrLogin}/linkedObjects/{relationshipName},listLinkedObjectsForUser,r,high,r,1,method,floor,,exact
e0624,okta,DELETE,/api/v1/users/{userIdOrLogin}/linkedObjects/{relationshipName},deleteLinkedObjectForUser,w,high,w,2,method-floor,floor,,exact
e0625,okta,GET,/api/v1/users/{userId}/authenticator-enrollments,listAuthenticatorEnrollments,r,high,r,1,method,floor,,exact
e0626,okta,POST,/api/v1/users/{userId}/authenticator-enrollments/phone,createAuthenticatorEnrollment,x,high,x,3,floor-post,floor,,exact
e0627,okta,POST,/api/v1/users/{userId}/authenticator-enrollments/tac,createTacAuthenticatorEnrollment,x,high,x,3,floor-post,floor,,exact
e0628,okta,GET,/api/v1/users/{userId}/authenticator-enrollments/{enrollmentId},getAuthenticatorEnrollment,r,high,r,1,method,floor,,exact
e0629,okta,DELETE,/api/v1/users/{userId}/authenticator-enrollments/{enrollmentId},deleteAuthenticatorEnrollment,x,high,w,2,method-floor,floor,,leak
e0630,okta,GET,/api/v1/users/{userId}/classification,getUserClassification,r,high,r,1,method,floor,,exact
e0631,okta,PUT,/api/v1/users/{userId}/classification,replaceUserClassification,w,high,w,2,method-floor,floor,,exact
e0632,okta,GET,/api/v1/users/{userId}/clients,listUserClients,r,high,r,1,method,floor,,exact
e0633,okta,GET,/api/v1/users/{userId}/clients/{clientId}/grants,listGrantsForUserAndClient,r,high,r,1,method,floor,,exact
e0634,okta,DELETE,/api/v1/users/{userId}/clients/{clientId}/grants,revokeGrantsForUserAndClient,x,high,w,2,method-floor,floor,,leak
e0635,okta,GET,/api/v1/users/{userId}/clients/{clientId}/tokens,listRefreshTokensForUserAndClient,r,high,r,1,method,floor,,exact
e0636,okta,DELETE,/api/v1/users/{userId}/clients/{clientId}/tokens,revokeTokensForUserAndClient,x,high,w,2,method-floor,floor,,leak
e0637,okta,GET,/api/v1/users/{userId}/clients/{clientId}/tokens/{tokenId},getRefreshTokenForUserAndClient,r,high,r,1,method,floor,,exact
e0638,okta,DELETE,/api/v1/users/{userId}/clients/{clientId}/tokens/{tokenId},revokeTokenForUserAndClient,x,high,w,2,method-floor,floor,,leak
e0639,okta,POST,/api/v1/users/{userId}/credentials/change_password,changePassword,x,high,w,2,modify-verb,list,change,leak
e0640,okta,POST,/api/v1/users/{userId}/credentials/change_recovery_question,changeRecoveryQuestion,x,high,w,2,modify-verb,list,change,leak
e0641,okta,POST,/api/v1/users/{userId}/credentials/forgot_password,forgotPassword,x,high,x,3,floor-post,floor,,exact
e0642,okta,POST,/api/v1/users/{userId}/credentials/forgot_password_recovery_question,forgotPasswordSetNewPassword,x,high,x,3,floor-post,floor,,exact
e0643,okta,GET,/api/v1/users/{userId}/devices,listUserDevices,r,high,r,1,method,floor,,exact
e0644,okta,GET,/api/v1/users/{userId}/factors,listFactors,r,high,r,1,method,floor,,exact
e0645,okta,POST,/api/v1/users/{userId}/factors,enrollFactor,x,high,x,3,floor-post,floor,,exact
e0646,okta,GET,/api/v1/users/{userId}/factors/catalog,listSupportedFactors,r,high,r,1,method,floor,,exact
e0647,okta,GET,/api/v1/users/{userId}/factors/questions,listSupportedSecurityQuestions,r,high,r,1,method,floor,,exact
e0648,okta,GET,/api/v1/users/{userId}/factors/{factorId},getFactor,r,high,r,1,method,floor,,exact
e0649,okta,DELETE,/api/v1/users/{userId}/factors/{factorId},unenrollFactor,x,high,w,2,method-floor,floor,,leak
e0650,okta,POST,/api/v1/users/{userId}/factors/{factorId}/lifecycle/activate,activateFactor,x,high,w,2,modify-verb,list,activate,leak
e0651,okta,POST,/api/v1/users/{userId}/factors/{factorId}/resend,resendEnrollFactor,x,high,x,3,floor-post,floor,,exact
e0652,okta,GET,/api/v1/users/{userId}/factors/{factorId}/transactions/{transactionId},getFactorTransactionStatus,r,high,r,1,method,floor,,exact
