repo,file,version,sha,path,method,operationId,default_class,judged_class,reason
SimSwap,sim-swap-subscriptions.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/subscriptions,POST,createSimSwapSubscription,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SimSwap,sim-swap-subscriptions.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/subscriptions,GET,retrieveSubscriptionList,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
SimSwap,sim-swap-subscriptions.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/subscriptions/{subscriptionId},GET,retrieveSubscription,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
SimSwap,sim-swap-subscriptions.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/subscriptions/{subscriptionId},DELETE,deleteSubscription,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
SimSwap,sim-swap.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/retrieve-date,POST,retrieveSimSwapDate,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SimSwap,sim-swap.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/check,POST,checkSimSwap,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SimSwap,sim-swap.yaml,wip,e90aa224225d6e40533d824818b022c87162e2a8,/retrieve-age-band,POST,retrieveSimSwapAgeBand,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SimpleEdgeDiscovery,simple-edge-discovery.yaml,wip,5cc97ff19a7ffc0b8073cf63e4b69d21515ab564,/retrieve-closest-edge-cloud-zone,POST,readClosestEdgeCloudZone,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/sponsorship,POST,startSponsorship,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,GET,getSessionStatus,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/revoke,DELETE,revokeSponsorship,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/campaign/{sponsorId}/{campaignId}/campaign-status,GET,getCampaignStatus,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/campaign/{sponsorId}/{campaignId}/active-sponsorships,GET,getActiveSponsorships,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/campaign/{sponsorId}/{campaignId}/alert-subscription,POST,configureAlerts,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SponsoredData,sponsored_data.yaml,wip,d8f5c614b60fad89b5f7e309b58ed12448fccd6d,/campaign/management,POST,manageCampaign,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SubscriptionStatus,subscription-status.yaml,wip,9adaaa9a815eb8ce3b58c5281a013361b4da2ad9,/retrieve-subscription-status,POST,retrieveSubscriptionStatus,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
Tenure,kyc-tenure.yaml,wip,81c5522a6191882f85c30ab7f09d81927dcbf11b,/check-tenure,POST,checkTenure,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences,GET,getAllTrafficInfluences,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences,POST,postTrafficInfluence,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influence-devices,POST,postTrafficInfluenceDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences/{trafficInfluenceID},GET,getTrafficInfluenceById,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences/{trafficInfluenceID},PATCH,patchTrafficInfluence,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
TrafficInfluence,traffic-influence.yaml,wip,fbb45cb276a435237f73c42de6d7e8307cee5cfe,/traffic-influences/{trafficInfluenceID},DELETE,deleteTrafficInfluence,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations,POST,createRegistration,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations,GET,readRegistrations,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations/{registrationId},GET,readRegistration,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations/{registrationId},DELETE,deleteRegistration,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
VerifiedCaller,brand-registration.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/registrations/{registrationId},PUT,updateRegistration,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
VerifiedCaller,verified-caller.yaml,wip,a6ae039a677c1a0499ef018ed8da06983324c786,/pre-announce,POST,createPreAnnouncement,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
WebRTC,webrtc-call-handling.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions,POST,createSession,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
WebRTC,webrtc-call-handling.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{mediaSessionId},GET,getSessionDetailsById,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
WebRTC,webrtc-call-handling.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{mediaSessionId},DELETE,deleteSessionById,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
WebRTC,webrtc-call-handling.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{mediaSessionId}/status,PUT,updateSessionStatus,w,x,"PUT accepts a MediaSessionStatusChange whose enumerated statuses include Connected/Ringing/Hold/Resume — i.e. this endpoint performs live call control (answer, hold, resume, and per examples can carry SDP/location) on an active session touching another party in real time. Default per method is w (idempotent state write); true effect is an x-class real-time network action."
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions,POST,createNotificationChannelSubscription,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions,GET,retrieveNotificationChannelSubscriptionList,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions/{subscriptionId},GET,retrieveNotificationChannelSubscription,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions/{subscriptionId},PUT,updateNotificationChannelSubscription,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
WebRTC,webrtc-events-subscriptions.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/subscriptions/{subscriptionId},DELETE,deleteNotificationChannelSubscription,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions,GET,getRegistrationsByDeviceId,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions,POST,createRegistration,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{registrationId},GET,getRegistrationById,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{registrationId},PUT,updateRegistrationById,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
WebRTC,webrtc-registration.yaml,wip,debdf4e9de51bcf6b24790675c720210049cf0ae,/sessions/{registrationId},DELETE,deleteRegistrationById,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
eSimRemoteManagement,esim-remote-management.yaml,wip,a9cbb8a4f9738718aeb5cca72231df86cf4d1867,/profile/result/query,POST,profileResultQuery,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
eSimRemoteManagement,esim-remote-management.yaml,wip,a9cbb8a4f9738718aeb5cca72231df86cf4d1867,/profile/oper,POST,profileOperation,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
eSimRemoteManagement,esim-remote-management.yaml,wip,a9cbb8a4f9738718aeb5cca72231df86cf4d1867,/profile/downloaded-list,POST,profileList,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
eSimRemoteManagement,esim-remote-management.yaml,wip,a9cbb8a4f9738718aeb5cca72231df86cf4d1867,/profile/download,POST,profileDownload,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
