repo,file,path,method,operationId,gt_class,state_effect,external_effect,spec_field,doubt,reason
SponsoredData,sponsored_data.yaml,/sponsorship,POST,startSponsorship,x,non-idempotent,third-party,description,,"startSponsorship creates a brand-new sponsorship session with an assigned sessionId each call and ""requests the sponsorship for a subscriber,"" making sponsored data actually free for that subscriber's ongoing use."
SponsoredData,sponsored_data.yaml,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,GET,getSessionStatus,r,none,none,description,,"getSessionStatus only ""queries detailed information about a sponsorship session"" without changing anything."
SponsoredData,sponsored_data.yaml,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/revoke,DELETE,revokeSponsorship,x,non-idempotent,third-party,description,,"revokeSponsorship ""revokes an active sponsorship, preventing further use of sponsored data for the subscriber,"" cutting off a real end user's active benefit rather than the sponsor caller's own resource."
SponsoredData,sponsored_data.yaml,/campaign/{sponsorId}/{campaignId}/campaign-status,GET,getCampaignStatus,r,none,none,description,,"getCampaignStatus ""retrieves the current status of a specific sponsorship campaign"" with no modification."
SponsoredData,sponsored_data.yaml,/campaign/{sponsorId}/{campaignId}/active-sponsorships,GET,getActiveSponsorships,r,none,none,description,,"getActiveSponsorships ""returns the list of users currently benefiting from sponsored data,"" a pure reporting query."
SponsoredData,sponsored_data.yaml,/campaign/{sponsorId}/{campaignId}/alert-subscription,POST,configureAlerts,x,idempotent,notifies,description,,"configureAlerts registers a webhook and callbackToken so the sponsor ""subscribe[s] to receive notifications related to campaigns,"" matching the subscription-creation criterion for consequential actions."
SponsoredData,sponsored_data.yaml,/campaign/management,POST,manageCampaign,w,idempotent,none,description,,"manageCampaign only toggles the campaign between ""PAUSE to temporarily halt new sponsorships"" and ""RESUME to reactivate the campaign,"" a status-set operation with the same end state however often it is applied."
SubscriptionStatus,subscription-status.yaml,/retrieve-subscription-status,POST,retrieveSubscriptionStatus,r,none,none,description,,"This obtains ""the business subscription status of the provided phone number"" as a pure read with no request-body side effects."
Tenure,kyc-tenure.yaml,/check-tenure,POST,checkTenure,r,none,none,description,,"checkTenure only verifies ""a specified length of tenure ... to establish a level of trust,"" returning a boolean with nothing created or changed."
TrafficInfluence,traffic-influence.yaml,/traffic-influences,GET,getAllTrafficInfluences,r,none,none,description,,"getAllTrafficInfluences ""reads all of the active TrafficInfluence resources owned by the same API Consumer."""
TrafficInfluence,traffic-influence.yaml,/traffic-influences,POST,postTrafficInfluence,x,non-idempotent,third-party,info.description,,"Creating a TrafficInfluence resource ""configures the Mobile Network accordingly to get the fastest routing"" for real traffic, and a new resource with a new trafficInfluenceID is generated on every call."
TrafficInfluence,traffic-influence.yaml,/traffic-influence-devices,POST,postTrafficInfluenceDevice,x,non-idempotent,third-party,description,,"This creates a new TrafficInfluence resource ""influencing the traffic toward local instances of the Application for a specific user,"" again reconfiguring live network routing and generating a new trafficInfluenceID each call."
TrafficInfluence,traffic-influence.yaml,/traffic-influences/{trafficInfluenceID},GET,getTrafficInfluenceById,r,none,none,description,,"getTrafficInfluenceById just ""reads a specific TrafficInfluence resource"" and returns it, with no side effects."
TrafficInfluence,traffic-influence.yaml,/traffic-influences/{trafficInfluenceID},PATCH,patchTrafficInfluence,x,non-idempotent,third-party,info.description,,"Modifying the intent still has the platform ""configuring the Mobile Network for the optimal routing,"" actively re-steering a device's live traffic path each time it is applied."
TrafficInfluence,traffic-influence.yaml,/traffic-influences/{trafficInfluenceID},DELETE,deleteTrafficInfluence,x,non-idempotent,third-party,description,,"deleteTrafficInfluence is ""invoked ... to stop influencing the traffic,"" reversing an active network routing configuration for the device's live traffic rather than merely discarding inert data."
VerifiedCaller,brand-registration.yaml,/registrations,POST,createRegistration,x,non-idempotent,third-party,description,,"createRegistration ""creates a new registration and returns a registration identifier,"" establishing branding that will be displayed to real callees on future calls."
VerifiedCaller,brand-registration.yaml,/registrations,GET,readRegistrations,r,none,none,description,,"readRegistrations only ""read[s] existing brand registrations from the service platform,"" optionally filtered, with no state change."
VerifiedCaller,brand-registration.yaml,/registrations/{registrationId},GET,readRegistration,r,none,none,description,,"readRegistration ""reads an existing brand registration"" by ID with no side effects."
VerifiedCaller,brand-registration.yaml,/registrations/{registrationId},DELETE,deleteRegistration,w,idempotent,none,description,,"deleteRegistration ""deletes an existing brand registration from the service platform,"" the caller's own record, matching ordinary resource deletion."
VerifiedCaller,brand-registration.yaml,/registrations/{registrationId},PUT,updateRegistration,w,idempotent,none,description,,"updateRegistration replaces a ""Request object to create or update (replace) a brand registration,"" a create-or-replace write with the same end state regardless of repetition."
VerifiedCaller,verified-caller.yaml,/pre-announce,POST,createPreAnnouncement,x,non-idempotent,third-party,description,,"createPreAnnouncement can trigger ""a short message ... sent to the callee to verify authenticity of the caller"" (SMS strategy) or a brand display shown to the called party, a consequential action reaching a third party on each call."
WebRTC,webrtc-call-handling.yaml,/sessions,POST,createSession,x,non-idempotent,third-party,info.description,,"The use-case text says creating a session ""grants ability to reach any phone number on the public network using your telco provider rights,"" and each successful call returns a fresh mediaSessionId, so it both reaches a third party and creates a new resource each time."
WebRTC,webrtc-call-handling.yaml,/sessions/{mediaSessionId},GET,getSessionDetailsById,r,none,none,description,,"The operation only retrieves ""the media Session description based on mediaSessionId"" with no state change described."
WebRTC,webrtc-call-handling.yaml,/sessions/{mediaSessionId},DELETE,deleteSessionById,x,idempotent,third-party,description,,"The description states this DELETE will ""Terminate a 1-1 an ongoing media session"" and ""trigger all necessary action on the network side to properly hangup and drop the call,"" ending a live call the other party is on."
WebRTC,webrtc-call-handling.yaml,/sessions/{mediaSessionId}/status,PUT,updateSessionStatus,x,idempotent,third-party,description,,"The walkthrough for picking up a call uses this PUT to send the SDP ""answer"" and ""include the information about the responding device,"" so it drives live IMS call signaling that reaches the other party."
WebRTC,webrtc-events-subscriptions.yaml,/subscriptions,POST,createNotificationChannelSubscription,x,non-idempotent,notifies,callbacks,,"Each POST creates a new subscription resource and registers a callback ""sink"" that the server calls for future events, matching both the new-resource-per-call and notification-channel criteria for x."
WebRTC,webrtc-events-subscriptions.yaml,/subscriptions,GET,retrieveNotificationChannelSubscriptionList,r,none,none,description,,"Retrieves ""a list"" of existing subscriptions with configuration data and status, with no mutation of state."
WebRTC,webrtc-events-subscriptions.yaml,/subscriptions/{subscriptionId},GET,retrieveNotificationChannelSubscription,r,none,none,description,,"Retrieves ""webrtc-events subscription detailed information for a given subscription"" without altering it."
WebRTC,webrtc-events-subscriptions.yaml,/subscriptions/{subscriptionId},PUT,updateNotificationChannelSubscription,w,idempotent,none,description,,"The spec states explicitly ""This operation is idempotent. Repeating the same update request results in the same final subscription state,"" changing only sinkCredential or expiry with no notification side-effect described."
WebRTC,webrtc-events-subscriptions.yaml,/subscriptions/{subscriptionId},DELETE,deleteNotificationChannelSubscription,x,idempotent,notifies,info.description,,"The API description lists ""the subscription was deleted by the requester"" as one of the triggers for the subscription-ended CloudEvent sent to the sink, so deleting the subscription causes a notification to be delivered."
WebRTC,webrtc-registration.yaml,/sessions,GET,getRegistrationsByDeviceId,r,none,none,description,,"The GET ""retrieve[s] the active registrations associated with a given deviceId"" that are authorized for the token, with no state change."
WebRTC,webrtc-registration.yaml,/sessions,POST,createRegistration,x,non-idempotent,none,description,,"Each successful call causes the server to return ""a server-allocated registrationId,"" and a duplicate (deviceId, phoneNumber) pair is rejected with 409 rather than reused, so repeating the call does not have the same effect as doing it once."
WebRTC,webrtc-registration.yaml,/sessions/{registrationId},GET,getRegistrationById,r,none,none,description,,"Retrieves ""an existing registration by its registrationId"" and returns 404 if it does not exist or has expired, with no state change."
WebRTC,webrtc-registration.yaml,/sessions/{registrationId},PUT,updateRegistrationById,w,idempotent,none,description,,"The refresh logic recomputes and persists ""newExpire"" from the operator's TTL policy using the request receipt time each call, a set-style update to the caller's own registration expiry with no third-party effect described."
WebRTC,webrtc-registration.yaml,/sessions/{registrationId},DELETE,deleteRegistrationById,w,idempotent,none,description,,"Deleting ""frees any resource and invalidates future actions that involves this registration"" — an idempotent removal of the caller's own registration resource with no external effect stated for this operation."
eSimRemoteManagement,esim-remote-management.yaml,/profile/result/query,POST,profileResultQuery,r,none,none,description,,"The POST body only carries a taskId to look up (""Query the result of an asynchronous profile operation ... using the task ID"") and the response is a status value with no resource created or modified."
eSimRemoteManagement,esim-remote-management.yaml,/profile/oper,POST,profileOperation,x,idempotent,third-party,description,,"This operation performs ""lifecycle operations on an eSIM profile including enable, disable, or delete,"" a live action executed on the physical device's eUICC, i.e. it reaches and changes a device."
eSimRemoteManagement,esim-remote-management.yaml,/profile/downloaded-list,POST,profileList,r,none,none,description,,"The POST body is only a query filter (eId) and the response is ""a list of all eSIM profiles currently downloaded on the device,"" with no state change."
eSimRemoteManagement,esim-remote-management.yaml,/profile/download,POST,profileDownload,x,non-idempotent,third-party,description,,"The operation ""Download[s] and optionally install[s] a new eSIM profile to the device,"" an asynchronous live device action that provisions a new profile on the physical eUICC on each successful call."
