set,repo,method,path,operationId,tool_class,gt_class,rule_id,words_fired,confidence,summary,description_first_sentence,description_rest,reader_reason,state_effect,external_effect,doubt
holdout-github,github,PUT,/orgs/{org}/copilot/coding-agent/permissions/repositories/{repository_id},copilot/enable-copilot-coding-agent-for-repository-in-organization,x,w,L3-live-noun,"nouns=access,call,permission verb=enable",low,Enable a repository for Copilot cloud agent in an organization,> [!NOTE] > This endpoint is in public preview and is subject to change.,Adds a repository to the list of selected repositories enabled for Copilot cloud agent in an organization. This method can only be called when the cloud agent repository policy is set to `selected`. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.,Description 'Adds a repository to the list of selected repositories enabled for Copilot cloud agent' is an idempotent allow-list membership change on the caller's own org.,idempotent,none,
holdout-github,github,PUT,/orgs/{org}/dependabot/secrets/{secret_name},dependabot/create-or-update-org-secret,x,w,L3-live-noun,nouns=access verb=create,low,Create or update an organization secret,Creates or updates an organization secret with an encrypted value.,"Encrypt your secret using [LibSodium](https://libsodium.gitbook.io/doc/bindings_for_other_languages). For more information, see ""[Encrypting secrets for the REST API](https://docs.github.com/rest/guides/encrypting-secrets-for-the-rest-api)."" OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.","""Create or update an organization secret"" is an explicit create-or-replace upsert of an encrypted value keyed by secret_name, the canonical idempotent write with no third party.",idempotent,none,
holdout-github,github,DELETE,/orgs/{org}/hooks/{hook_id},orgs/delete-webhook,x,w,L3-live-noun,nouns=access verb=delete,low,Delete an organization webhook,Delete a webhook for an organization.,"The authenticated user must be an organization owner to use this endpoint. OAuth app tokens and personal access tokens (classic) need `admin:org_hook` scope. OAuth apps cannot list, view, or edit webhooks that they did not create and users cannot list, view, or edit webhooks that were created by OAuth apps.",The summary 'Delete an organization webhook' removes the org's own webhook configuration with no third party stated.,idempotent,none,
holdout-github,github,DELETE,/orgs/{org}/issue-fields/{issue_field_id},orgs/delete-issue-field,x,w,L3-live-noun,nouns=access verb=delete,low,Delete issue field for an organization,Deletes an issue field for an organization.,"You can find out more about issue fields in [Managing issue fields in an organization](https://docs.github.com/issues/tracking-your-work-with-issues/using-issues/managing-issue-fields-in-an-organization). To use this endpoint, the authenticated user must be an administrator for the organization. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.","Deletes an issue field for an organization removes a custom schema field the org itself defined, not another party's access.",idempotent,none,
holdout-github,github,PUT,/orgs/{org}/public_members/{username},orgs/set-public-membership-for-authenticated-user,x,w,L2-danger-verb,verbs=start,high,Set public organization membership for the authenticated user,The user can publicize their own membership.,"(A user cannot publicize the membership for another user.) Note that you'll need to set `Content-Length` to zero when calling out to this endpoint. For more information, see ""[HTTP method](https://docs.github.com/rest/guides/getting-started-with-the-rest-api#http-method).""","""The user can publicize their own membership"" is explicitly scoped to the authenticated user's own record, an idempotent set with no third party involved.",idempotent,none,
holdout-github,github,DELETE,/orgs/{org}/settings/immutable-releases/repositories/{repository_id},orgs/disable-selected-repository-immutable-releases-organization,x,w,L2-danger-verb,verbs=releas,high,Disable a selected repository for immutable releases in an organization,Removes a repository from the list of selected repositories that are enforced for immutable releases in an organization.,"To use this endpoint, the organization immutable releases policy for `enforced_repositories` must be configured to `selected`. OAuth tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.","""Removes a repository from the list of selected repositories that are enforced for immutable releases in an organization"" is an idempotent removal from the org's own selection list with no person or third party named.",idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/actions/caches,actions/delete-actions-cache-by-key,x,w,L3-live-noun,nouns=access verb=delete,low,Delete GitHub Actions caches for a repository (using a cache key),"Deletes one or more GitHub Actions caches for a repository, using a complete cache key.","By default, all caches that match the provided key are deleted, but you can optionally provide a Git ref to restrict deletions to caches that match both the provided key and the Git ref. OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.","""Deletes one or more GitHub Actions caches for a repository, using a complete cache key"" removes the repo's own build-cache artifacts, idempotent and with no third-party effect described.",idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/actions/permissions/access,actions/set-workflow-access-to-repository,x,w,L3-live-noun,"nouns=access,permission verb=set",low,Set the level of access for workflows outside of the repository,Sets the level of access that workflows outside of the repository have to actions and reusable workflows in the repository.,"This endpoint only applies to private repositories. For more information, see ""[Allowing access to components in a private repository](https://docs.github.com/repositories/managing-your-repositorys-settings-and-features/enabling-features-for-your-repository/managing-github-actions-settings-for-a-repository#allowing-access-to-components-in-a-private-repository)"". OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.","Sets the access_level enum (none/user/organization) controlling which workflows outside the repo may use its actions, an idempotent configuration set returning 204.",idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/actions/permissions/selected-actions,actions/set-allowed-actions-repository,x,w,L3-live-noun,"nouns=access,permission verb=set",low,Set allowed actions and reusable workflows for a repository,Sets the actions and reusable workflows that are allowed in a repository.,"To use this endpoint, the repository permission policy for `allowed_actions` must be configured to `selected`. For more information, see ""[Set GitHub Actions permissions for a repository](#set-github-actions-permissions-for-a-repository)."" OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.","""Sets the actions and reusable workflows that are allowed in a repository"" is an idempotent set of the repo's own permission policy with no third party.",idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/actions/runners/{runner_id}/labels,actions/set-custom-labels-for-self-hosted-runner-for-repo,x,w,L3-live-noun,nouns=access verb=set,low,Set custom labels for a self-hosted runner for a repository,Remove all previous custom labels and set the new custom labels for a specific self-hosted runner configured in a repository.,Authenticated users must have admin access to the repository to use this endpoint. OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.,"The description 'Remove all previous custom labels and set the new custom labels' is an explicit replace-the-set operation on the repo's own runner, an idempotent set.",idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/actions/secrets/{secret_name},actions/delete-repo-secret,x,w,L3-live-noun,nouns=access verb=delete,low,Delete a repository secret,Deletes a secret in a repository using the secret name.,"Authenticated users must have collaborator access to a repository to create, update, or read secrets. OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.",Deletes a secret in a repository using the secret name removes a credential used only by that repository's own workflows.,idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/actions/workflows/{workflow_id}/enable,actions/enable-workflow,x,w,L3-live-noun,nouns=access verb=enable,low,Enable a workflow,Enables a workflow and sets the `state` of the workflow to `active`.,"You can replace `workflow_id` with the workflow file name. For example, you could use `main.yaml`. OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.","""Enables a workflow and sets the state of the workflow to active"" is a set-style status change on the repo's own workflow resource, same result on repeat.",idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/branches/{branch}/protection,repos/update-branch-protection,x,w,L2-danger-verb,verbs=start,high,Update branch protection,"Protected branches are available in public repositories with GitHub Free and GitHub Free for organizations, and in public and private repositories with GitHub Pro, GitHub Team, GitHub Enterprise Cloud, and GitHub Enterprise Server.","For more information, see [GitHub's products](https://docs.github.com/github/getting-started-with-github/githubs-products) in the GitHub Help documentation. Protecting a branch requires admin or owner permissions to the repository. > [!NOTE] > Passing new arrays of `users` and `teams` replaces their previous values. > [!NOTE] > The list of users, apps, and teams in total is limited to 100 items.","The endpoint note ""Passing new arrays of users and teams replaces their previous values"" states explicit create-or-replace semantics for the branch's protection config, an idempotent whole-state set.",idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks,repos/remove-status-check-protection,x,w,L2-danger-verb,verbs=start,high,Remove status check protection,"Protected branches are available in public repositories with GitHub Free and GitHub Free for organizations, and in public and private repositories with GitHub Pro, GitHub Team, GitHub Enterprise Cloud, and GitHub Enterprise Server.","For more information, see [GitHub's products](https://docs.github.com/github/getting-started-with-github/githubs-products) in the GitHub Help documentation.",The summary 'Remove status check protection' deletes a branch-protection rule on the caller's own repository with no third party stated.,idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/codespaces/secrets/{secret_name},codespaces/delete-repo-secret,x,w,L3-live-noun,nouns=access verb=delete,low,Delete a repository secret,Deletes a development environment secret in a repository using the secret name.,OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint. The associated user must be a repository admin.,Description 'Deletes a development environment secret in a repository' removes the caller's own repository secret.,idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/dependabot/secrets/{secret_name},dependabot/delete-repo-secret,x,w,L3-live-noun,nouns=access verb=delete,low,Delete a repository secret,Deletes a secret in a repository using the secret name.,OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.,The summary 'Delete a repository secret' removes the caller's own repo secret with no third party stated.,idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/environments/{environment_name},repos/create-or-update-environment,x,w,L3-live-noun,nouns=access verb=create,low,Create or update an environment,"Create or update an environment with protection rules, such as required reviewers.","For more information about environment protection rules, see ""[Environments](/actions/reference/environments#environment-protection-rules)."" > [!NOTE] > To create or update name patterns that branches must match in order to deploy to this environment, see ""[Deployment branch policies](/rest/deployments/branch-policies)."" > [!NOTE] > To create or update secrets for an environment, see ""[GitHub Actions secrets](/rest/actions/secrets)."" OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.","Create or update an environment with protection rules is a create-or-replace configuration of the repo's own deployment gating rules, with reviewers as one property among several.",idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/environments/{environment_name}/secrets/{secret_name},actions/delete-environment-secret,x,w,L3-live-noun,nouns=access verb=delete,low,Delete an environment secret,Deletes a secret in an environment using the secret name.,"Authenticated users must have collaborator access to a repository to create, update, or read secrets. OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.","""Deletes a secret in an environment using the secret name"" removes the repo's own stored secret, idempotent with no third party.",idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/hooks/{hook_id},repos/delete-webhook,x,w,L3-live-noun,nouns=access verb=delete,low,Delete a repository webhook,Delete a webhook for an organization.,"The authenticated user must be a repository owner, or have admin access in the repository, to delete the webhook.",Summary 'Delete a repository webhook' removes the caller's own configured webhook subscription; deleting a notifier is not itself a notification.,idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/interaction-limits/pulls/bypass-list,interactions/set-pull-request-bypass-list-for-repo,x,w,L3-live-noun,nouns=permission verb=add,low,Add users to the pull request creation cap bypass list for a repository,Adds users to the pull request creation cap bypass list for a repository.,Users on this list can create pull requests regardless of any configured pull request creation cap. Only users with maintainer permissions can modify the bypass list. You can add a maximum of 100 users per request. The bypass list can only hold a maximum of 100 users.,"The operationId 'set-pull-request-bypass-list-for-repo' and the request schema (a full users array, capped at 100) describe replacing the repo's own bypass-list configuration, an idempotent set even though the summary says 'Add'.",idempotent,none,conflict: summary says 'Add' but operationId says 'set'
holdout-github,github,PUT,/repos/{owner}/{repo}/issues/comments/{comment_id}/pin,issues/pin-comment,x,w,L2-danger-verb,verbs=start,high,Pin an issue comment,You can use the REST API to pin comments on issues.,"This endpoint supports the following custom media types. For more information, see ""[Media types](https://docs.github.com/rest/using-the-rest-api/getting-started-with-the-rest-api#media-types)."" - **`application/vnd.github.raw+json`**: Returns the raw markdown body. Response will include `body`. This is the default if you do not pass any specific media type. - **`application/vnd.github.text+json`**: Returns a text only representation of the markdown body. Response will include `body_text`. - **`application/vnd.github.html+json`**: Returns HTML rendered from the body's markdown. Response will i","Pin an issue comment sets a pinned flag on a comment within the repo, the same result no matter how many times it is pinned.",idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/notifications,activity/mark-repo-notifications-as-read,x,w,L2-danger-verb,verbs=notif,high,Mark repository notifications as read,"Marks all notifications in a repository as ""read"" for the current user.","If the number of notifications is too large to complete in one request, you will receive a `202 Accepted` status and GitHub will run an asynchronous process to mark notifications as ""read."" To check whether any ""unread"" notifications remain, you can use the [List repository notifications for the authenticated user](https://docs.github.com/rest/activity/notifications#list-repository-notifications-for-the-authenticated-user) endpoint and pass the query parameter `all=false`.","The summary 'Mark repository notifications as read' sets the caller's own read-state marker for that repo, an idempotent status set.",idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/private-vulnerability-reporting,repos/enable-private-vulnerability-reporting,x,w,L3-live-noun,nouns=access verb=enable,low,Enable private vulnerability reporting for a repository,Enables private vulnerability reporting for a repository.,"The authenticated user must have admin access to the repository. For more information, see ""[Privately reporting a security vulnerability](https://docs.github.com/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability).""",Enable private vulnerability reporting for a repository flips a repository-level feature flag on.,idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id}/dismissals,pulls/dismiss-review,x,w,L2-danger-verb,verbs=start,high,Dismiss a review for a pull request,Dismisses a specified review on a pull request.,"> [!NOTE] > To dismiss a pull request review on a [protected branch](https://docs.github.com/rest/branches/branch-protection), you must be a repository administrator or be included in the list of people or teams who can dismiss pull request reviews. This endpoint supports the following custom media types. For more information, see ""[Media types](https://docs.github.com/rest/using-the-rest-api/getting-started-with-the-rest-api#media-types)."" - **`application/vnd.github-commitcomment.raw+json`**: Returns the raw markdown body. Response will include `body`. This is the default if you do not pass ","Description 'Dismisses a specified review on a pull request' sets the review's state to dismissed on a shared repo resource, an idempotent status change with no message, money, or device action triggered.",idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/releases/{release_id}/reactions/{reaction_id},reactions/delete-for-release,x,w,L2-danger-verb,verbs=releas,high,Delete a release reaction,> [!NOTE] > You can also specify a repository by `repository_id` using the route `DELETE delete /repositories/:repository_id/releases/:release_id/reactions/:reaction_id`.,Delete a reaction to a [release](https://docs.github.com/rest/releases/releases#get-a-release).,"""Delete a reaction to a release"" removes the caller's own reaction by id, an idempotent delete with no third party or notification mentioned.",idempotent,none,
holdout-github,github,DELETE,/repos/{owner}/{repo}/subscription,activity/delete-repo-subscription,x,w,L2-danger-verb,"verbs=notif,stop",high,Delete a repository subscription,This endpoint should only be used to stop watching a repository.,"To control whether or not you wish to receive notifications from a repository, [set the repository's subscription manually](https://docs.github.com/rest/activity/watching#set-a-repository-subscription).","The description says this endpoint 'should only be used to stop watching a repository,' removing the caller's own watch/subscription record.",idempotent,none,
holdout-github,github,PUT,/repos/{owner}/{repo}/vulnerability-alerts,repos/enable-vulnerability-alerts,x,w,L3-live-noun,nouns=access verb=enable,low,Enable vulnerability alerts,Enables dependency alerts and the dependency graph for a repository.,"The authenticated user must have admin access to the repository. For more information, see ""[About security alerts for vulnerable dependencies](https://docs.github.com/articles/about-security-alerts-for-vulnerable-dependencies)"".","Enable vulnerability alerts turns on dependency alerts and the dependency graph for a repository, a repeatable feature toggle.",idempotent,none,
holdout-github,github,DELETE,/user/blocks/{username},users/unblock,x,w,L2-danger-verb,verbs=block,high,Unblock a user,Unblocks the given user and returns a 204.,,"Description 'Unblocks the given user' paired with an explicit 304 Not modified response for an already-unblocked user shows repeating the call has the same effect, an idempotent change to the caller's own block list.",idempotent,none,
holdout-github,github,PUT,/user/codespaces/secrets/{secret_name}/repositories,codespaces/set-repositories-for-secret-for-authenticated-user,x,w,L3-live-noun,nouns=access verb=set,low,Set selected repositories for a user secret,Select the repositories that will use a user's development environment secret.,The authenticated user must have Codespaces access to use this endpoint. OAuth app tokens and personal access tokens (classic) need the `codespace` or `codespace:secrets` scope to use this endpoint.,"""Select the repositories that will use a user's development environment secret"" replaces the full selected_repository_ids list for the secret, an idempotent whole-list set with no third party.",idempotent,none,
holdout-github,github,DELETE,/user/emails,users/delete-email-for-authenticated-user,x,w,L3-live-noun,nouns=access verb=delete,low,Delete an email address for the authenticated user,OAuth app tokens and personal access tokens (classic) need the `user` scope to use this endpoint.,,The summary 'Delete an email address for the authenticated user' removes email addresses from the caller's own account with no third party stated.,idempotent,none,
holdout-github,github,DELETE,/user/keys/{key_id},users/delete-public-ssh-key-for-authenticated-user,x,w,L3-live-noun,nouns=access verb=delete,low,Delete a public SSH key for the authenticated user,Removes a public SSH key from the authenticated user's GitHub account.,OAuth app tokens and personal access tokens (classic) need the `admin:public_key` scope to use this endpoint.,"""Removes a public SSH key from the authenticated user's GitHub account"" only touches the caller's own credential, idempotent and with no other party affected.",idempotent,none,
holdout-github,github,DELETE,/user/packages/{package_type}/{package_name}/versions/{package_version_id},packages/delete-package-version-for-authenticated-user,x,w,L3-live-noun,"nouns=access,permission verb=delete",low,Delete a package version for the authenticated user,Deletes a specific package version for a package owned by the authenticated user.,"If the package is public and the package version has more than 5,000 downloads, you cannot delete the package version. In this scenario, contact GitHub support for further assistance. The authenticated user must have admin permissions in the organization to use this endpoint. OAuth app tokens and personal access tokens (classic) need the `read:packages` and `delete:packages` scopes to use this endpoint. For more information, see ""[About permissions for GitHub Packages](https://docs.github.com/packages/learn-github-packages/about-permissions-for-github-packages#permissions-for-repository-scoped","Description 'Deletes a specific package version for a package owned by the authenticated user' removes the caller's own package version, and is blocked outright when downloads exceed 5,000 to avoid broad third-party breakage.",idempotent,none,
holdout-github,github,DELETE,/users/{username}/copilot-spaces/{space_number},copilot-spaces/delete-for-user,x,w,L2-danger-verb,"verbs=cannot be undone,permanent",high,Delete a Copilot Space for a user,Deletes a Copilot Space owned by a user.,The authenticated user must be the owner of the space. **Warning:** This action is permanent and cannot be undone. Deleting a space will remove all associated resources and configurations. OAuth app tokens and personal access tokens (classic) need the `user` scope to use this endpoint.,"The description 'Deletes a Copilot Space owned by a user' where 'the authenticated user must be the owner of the space' confirms this removes only the caller's own resource, despite the warning that it is permanent.",idempotent,none,
holdout-github,github,DELETE,/users/{username}/copilot-spaces/{space_number}/resources/{space_resource_id},copilot-spaces/delete-resource-for-user,x,w,L3-live-noun,"nouns=access,permission verb=delete",low,Delete a resource from a Copilot Space for a user,Deletes a resource from a specific Copilot Space owned by a user.,The authenticated user must have write permissions on the space. OAuth app tokens and personal access tokens (classic) need the `write:user` scope to use this endpoint.,"Deletes a resource from a specific Copilot Space owned by a user, removing an item from that user's own private space.",idempotent,none,
