set,repo,path,method,operationId,summary,description
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/CredentialListMappings.json,POST,CreateSipCredentialListMapping,Create a CredentialListMapping resource for an account.,Create a CredentialListMapping resource for an account.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/CredentialListMappings/{Sid}.json,DELETE,DeleteSipCredentialListMapping,Delete a CredentialListMapping resource from an account.,Delete a CredentialListMapping resource from an account.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/Domains.json,POST,CreateSipDomain,Create a new Domain,Create a new Domain
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{Sid}.json,POST,UpdateSipDomain,Update the attributes of a domain,Update the attributes of a domain
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{Sid}.json,DELETE,DeleteSipDomain,Delete an instance of a Domain,Delete an instance of a Domain
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists.json,POST,CreateSipIpAccessControlList,Create a new IpAccessControlList resource,Create a new IpAccessControlList resource
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{Sid}.json,POST,UpdateSipIpAccessControlList,Rename an IpAccessControlList,Rename an IpAccessControlList
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{Sid}.json,DELETE,DeleteSipIpAccessControlList,Delete an IpAccessControlList from the requested account,Delete an IpAccessControlList from the requested account
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/IpAccessControlListMappings/{Sid}.json,DELETE,DeleteSipIpAccessControlListMapping,Delete an IpAccessControlListMapping resource.,Delete an IpAccessControlListMapping resource.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/IpAccessControlListMappings.json,POST,CreateSipIpAccessControlListMapping,Create a new IpAccessControlListMapping resource.,Create a new IpAccessControlListMapping resource.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{IpAccessControlListSid}/IpAddresses.json,POST,CreateSipIpAddress,Create a new IpAddress resource.,Create a new IpAddress resource.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{IpAccessControlListSid}/IpAddresses/{Sid}.json,POST,UpdateSipIpAddress,Update an IpAddress resource.,Update an IpAddress resource.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{IpAccessControlListSid}/IpAddresses/{Sid}.json,DELETE,DeleteSipIpAddress,Delete an IpAddress resource.,Delete an IpAddress resource.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Siprec.json,POST,CreateSiprec,Create a Siprec,Create a Siprec
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Siprec/{Sid}.json,POST,UpdateSiprec,Stop a Siprec using either the SID of the Siprec resource or the `name` used when creating the resource,Stop a Siprec using either the SID of the Siprec resource or the `name` used when creating the resource
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Streams.json,POST,CreateStream,Create a Stream,Create a Stream
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Streams/{Sid}.json,POST,UpdateStream,Stop a Stream using either the SID of the Stream resource or the `name` used when creating the resource,Stop a Stream using either the SID of the Stream resource or the `name` used when creating the resource
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Tokens.json,POST,CreateToken,Create a new token for ICE servers,Create a new token for ICE servers
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Transcriptions/{Sid}.json,DELETE,DeleteTranscription,Delete a transcription from the account used to make the request,Delete a transcription from the account used to make the request
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Usage/Triggers/{Sid}.json,POST,UpdateUsageTrigger,Update an instance of a usage trigger,Update an instance of a usage trigger
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Usage/Triggers/{Sid}.json,DELETE,DeleteUsageTrigger,,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Usage/Triggers.json,POST,CreateUsageTrigger,Create a new UsageTrigger,Create a new UsageTrigger
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/UserDefinedMessages.json,POST,CreateUserDefinedMessage,Create a new User Defined Message for the given Call SID.,Create a new User Defined Message for the given Call SID.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/UserDefinedMessageSubscriptions.json,POST,CreateUserDefinedMessageSubscription,Subscribe to User Defined Messages for a given Call SID.,Subscribe to User Defined Messages for a given Call SID.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/UserDefinedMessageSubscriptions/{Sid}.json,DELETE,DeleteUserDefinedMessageSubscription,Delete a specific User Defined Message Subscription.,Delete a specific User Defined Message Subscription.
holdout1,stripe,/v1/accounts/{account},DELETE,DeleteAccountsAccount,Delete an account,"With Connect , you can delete accounts you manage. Test-mode accounts can be deleted at any time. Live-mode accounts that have access to the standard dashboard and Stripe is responsible for negative account balances cannot be deleted, which includes Standard accounts. All other Live-mode accounts, can be deleted when all balances are zero. If you want to delete your own account, use the account information tab in your account settings instead."
holdout1,stripe,/v1/accounts/{account}/bank_accounts/{id},DELETE,DeleteAccountsAccountBankAccountsId,Delete an external account,Delete a specified external account for a given account.
holdout1,stripe,/v1/accounts/{account}/external_accounts/{id},DELETE,DeleteAccountsAccountExternalAccountsId,Delete an external account,Delete a specified external account for a given account.
holdout1,stripe,/v1/accounts/{account}/people/{person},DELETE,DeleteAccountsAccountPeoplePerson,Delete a person,"Deletes an existing person’s relationship to the account’s legal entity. Any person with a relationship for an account can be deleted through the API, except if the person is the representative . If your integration is using the executive parameter, you cannot delete the only verified executive on file."
holdout1,stripe,/v1/accounts/{account}/persons/{person},DELETE,DeleteAccountsAccountPersonsPerson,Delete a person,"Deletes an existing person’s relationship to the account’s legal entity. Any person with a relationship for an account can be deleted through the API, except if the person is the representative . If your integration is using the executive parameter, you cannot delete the only verified executive on file."
holdout1,stripe,/v1/apple_pay/domains/{domain},DELETE,DeleteApplePayDomainsDomain,,Delete an apple pay domain.
holdout1,stripe,/v1/coupons/{coupon},DELETE,DeleteCouponsCoupon,Delete a coupon,"You can delete coupons via the coupon management page of the Stripe dashboard. However, deleting a coupon does not affect any customers who have already applied the coupon; it means that new customers can’t redeem the coupon. You can also delete coupons via the API."
holdout1,stripe,/v1/customers/{customer},DELETE,DeleteCustomersCustomer,Delete a customer,Permanently deletes a customer. It cannot be undone. Also immediately cancels any active subscriptions on the customer.
holdout1,stripe,/v1/customers/{customer}/bank_accounts/{id},DELETE,DeleteCustomersCustomerBankAccountsId,Delete a customer source,Delete a specified source for a given customer.
holdout1,stripe,/v1/customers/{customer}/cards/{id},DELETE,DeleteCustomersCustomerCardsId,Delete a customer source,Delete a specified source for a given customer.
holdout1,stripe,/v1/customers/{customer}/discount,DELETE,DeleteCustomersCustomerDiscount,Delete a customer discount,Removes the currently applied discount on a customer.
holdout1,stripe,/v1/customers/{customer}/sources/{id},DELETE,DeleteCustomersCustomerSourcesId,Delete a customer source,Delete a specified source for a given customer.
holdout1,stripe,/v1/customers/{customer}/subscriptions/{subscription_exposed_id},DELETE,DeleteCustomersCustomerSubscriptionsSubscriptionExposedId,Cancel a subscription,"Cancels a customer’s subscription. If you set the at_period_end parameter to true , the subscription will remain active until the end of the period, at which point it will be canceled and not renewed. Otherwise, with the default false value, the subscription is terminated immediately. In either case, the customer will not be charged again for the subscription. Note, however, that any pending invoice items that you’ve created will still be charged for at the end of the period, unless manually deleted . If you’ve set the subscription to cancel at the end of the period, any pending prorations wil"
holdout1,stripe,/v1/customers/{customer}/subscriptions/{subscription_exposed_id}/discount,DELETE,DeleteCustomersCustomerSubscriptionsSubscriptionExposedIdDiscount,Delete a customer discount,Removes the currently applied discount on a customer.
holdout1,stripe,/v1/customers/{customer}/tax_ids/{id},DELETE,DeleteCustomersCustomerTaxIdsId,Delete a Customer tax ID,Deletes an existing tax_id object.
holdout1,stripe,/v1/ephemeral_keys/{key},DELETE,DeleteEphemeralKeysKey,Immediately invalidate an ephemeral key,Invalidates a short-lived API key for a given resource.
holdout1,stripe,/v1/invoiceitems/{invoiceitem},DELETE,DeleteInvoiceitemsInvoiceitem,Delete an invoice item,"Deletes an invoice item, removing it from an invoice. Deleting invoice items is only possible when they’re not attached to invoices, or if it’s attached to a draft invoice."
holdout1,stripe,/v1/invoices/{invoice},DELETE,DeleteInvoicesInvoice,Delete a draft invoice,"Permanently deletes a one-off invoice draft. This cannot be undone. Attempts to delete invoices that are no longer in a draft state will fail; once an invoice has been finalized or if an invoice is for a subscription, it must be voided ."
holdout1,stripe,/v1/plans/{plan},DELETE,DeletePlansPlan,Delete a plan,Deleting plans means new subscribers can’t be added. Existing subscribers aren’t affected.
holdout1,stripe,/v1/products/{id},DELETE,DeleteProductsId,Delete a product,"Delete a product. Deleting a product is only possible if it has no prices associated with it. Additionally, deleting a product with type=good is only possible if it has no SKUs associated with it."
holdout1,stripe,/v1/products/{product}/features/{id},DELETE,DeleteProductsProductFeaturesId,Remove a feature from a product,Deletes the feature attachment to a product
holdout1,stripe,/v1/radar/value_list_items/{item},DELETE,DeleteRadarValueListItemsItem,Delete a value list item,"Deletes a ValueListItem object, removing it from its parent value list."
holdout1,stripe,/v1/radar/value_lists/{value_list},DELETE,DeleteRadarValueListsValueList,Delete a value list,"Deletes a ValueList object, also deleting any items contained within the value list. To be deleted, a value list must not be referenced in any rules."
holdout1,stripe,/v1/subscription_items/{item},DELETE,DeleteSubscriptionItemsItem,Delete a subscription item,Deletes an item from the subscription. Removing a subscription item from a subscription will not cancel the subscription.
holdout1,stripe,/v1/subscriptions/{subscription_exposed_id},DELETE,DeleteSubscriptionsSubscriptionExposedId,Cancel a subscription,"Cancels a customer’s subscription immediately. The customer won’t be charged again for the subscription. After it’s canceled, the subscription is largely immutable. You can still update its metadata and cancellation_details . Any pending invoice items that you’ve created are still charged at the end of the period, unless manually deleted . If you’ve set the subscription to cancel at the end of the period, any pending prorations are also left in place and collected at the end of the period. But if the subscription is set to cancel immediately, pending prorations are removed if invoice_now and p"
holdout1,stripe,/v1/subscriptions/{subscription_exposed_id}/discount,DELETE,DeleteSubscriptionsSubscriptionExposedIdDiscount,Delete a subscription discount,Removes the currently applied discount on a subscription.
holdout1,stripe,/v1/tax_ids/{id},DELETE,DeleteTaxIdsId,Delete a tax ID,Deletes an existing account or customer tax_id object.
holdout1,stripe,/v1/terminal/configurations/{configuration},DELETE,DeleteTerminalConfigurationsConfiguration,Delete a Configuration,Deletes a Configuration object.
holdout1,stripe,/v1/terminal/locations/{location},DELETE,DeleteTerminalLocationsLocation,Delete a Location,Deletes a Location object.
holdout1,stripe,/v1/terminal/readers/{reader},DELETE,DeleteTerminalReadersReader,Delete a Reader,Deletes a Reader object.
holdout1,stripe,/v1/test_helpers/test_clocks/{test_clock},DELETE,DeleteTestHelpersTestClocksTestClock,Delete a test clock,Deletes a test clock.
holdout1,stripe,/v1/webhook_endpoints/{webhook_endpoint},DELETE,DeleteWebhookEndpointsWebhookEndpoint,Delete a webhook endpoint,You can also delete webhook endpoints via the webhook endpoint management page of the Stripe dashboard.
holdout1,github,/app/installations/{installation_id},DELETE,apps/delete-installation,Delete an installation for the authenticated app,"Uninstalls a GitHub App on a user, organization, or enterprise account. If you prefer to temporarily suspend an app's access to your account's resources, then we recommend the ""[Suspend an app installation](https://docs.github.com/rest/apps/apps#suspend-an-app-installation)"" endpoint. You must use a [JWT](https://docs.github.com/apps/building-github-apps/authenticating-with-github-apps/#authenticating-as-a-github-app) to access this endpoint."
holdout1,github,/applications/{client_id}/token,DELETE,apps/delete-token,Delete an app token,OAuth or GitHub application owners can revoke a single token for an OAuth application or a GitHub application with an OAuth authorization.
holdout1,github,/enterprises/{enterprise}/code-security/configurations/{configuration_id},DELETE,code-security/delete-configuration-for-enterprise,Delete a code security configuration for an enterprise,Deletes a code security configuration from an enterprise. Repositories attached to the configuration will retain their settings but will no longer be associated with the configuration. The authenticated user must be an administrator for the enterprise to use this endpoint. OAuth app tokens and personal access tokens (classic) need the `admin:enterprise` scope to use this endpoint.
holdout1,github,/enterprises/{enterprise}/dependabot/repository-access/default-level,PUT,dependabot/set-repository-access-default-level-for-enterprise,Set the default repository access level for Dependabot in an enterprise,"Sets the default level of repository access Dependabot will have while performing an update across organizations in the enterprise. Available values are: - 'public' - Dependabot will only have access to public repositories, unless access is explicitly granted to non-public repositories. - 'internal' - Dependabot will only have access to public and internal repositories, unless access is explicitly granted to private repositories. The authenticated user must be an enterprise owner to use this endpoint."
holdout1,github,/enterprises/{enterprise}/teams/{enterprise-team}/organizations/{org},PUT,enterprise-team-organizations/add,Add an organization assignment,Assign an enterprise team to an organization.
holdout1,github,/gists/{gist_id}/star,DELETE,gists/unstar,Unstar a gist,
holdout1,github,/notifications/threads/{thread_id},DELETE,activity/mark-thread-as-done,Mark a thread as done,"Marks a thread as ""done."" Marking a thread as ""done"" is equivalent to marking a notification in your notification inbox on GitHub as done: https://github.com/notifications."
holdout1,github,/organizations/{org}/actions/cache/storage-limit,PUT,actions/set-actions-cache-storage-limit-for-organization,Set GitHub Actions cache storage limit for an organization,Sets GitHub Actions cache storage limit for an organization. All organizations and repositories under this organization may not set a higher cache storage limit. OAuth tokens and personal access tokens (classic) need the `admin:organization` scope to use this endpoint.
holdout1,github,/orgs/{org}/actions/hosted-runners/images/custom/{image_definition_id}/versions/{version},DELETE,actions/delete-custom-image-version-from-org,Delete an image version of custom image from the organization,Delete an image version of custom image from the organization. OAuth tokens and personal access tokens (classic) need the `manage_runners:org` scope to use this endpoint.
holdout1,github,/orgs/{org}/actions/permissions,PUT,actions/set-github-actions-permissions-organization,Set GitHub Actions permissions for an organization,Sets the GitHub Actions permissions policy for repositories and allowed actions and reusable workflows in an organization. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.
holdout1,github,/orgs/{org}/actions/permissions/repositories,PUT,actions/set-selected-repositories-enabled-github-actions-organization,Set selected repositories enabled for GitHub Actions in an organization,"Replaces the list of selected repositories that are enabled for GitHub Actions in an organization. To use this endpoint, the organization permission policy for `enabled_repositories` must be configured to `selected`. For more information, see ""[Set GitHub Actions permissions for an organization](#set-github-actions-permissions-for-an-organization)."" OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint."
holdout1,github,/orgs/{org}/actions/permissions/self-hosted-runners,PUT,actions/set-self-hosted-runners-permissions-organization,Set self-hosted runners settings for an organization,"Sets the settings for self-hosted runners for an organization. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope or the ""Actions policies"" fine-grained permission to use this endpoint."
holdout1,github,/orgs/{org}/actions/permissions/workflow,PUT,actions/set-github-actions-default-workflow-permissions-organization,Set default workflow permissions for an organization,"Sets the default workflow permissions granted to the `GITHUB_TOKEN` when running workflows in an organization, and sets if GitHub Actions can submit approving pull request reviews. For more information, see ""[Setting the permissions of the GITHUB_TOKEN for your organization](https://docs.github.com/organizations/managing-organization-settings/disabling-or-limiting-github-actions-for-your-organization#setting-the-permissions-of-the-github_token-for-your-organization)."" OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint."
holdout1,github,/orgs/{org}/actions/runner-groups/{runner_group_id}/repositories/{repository_id},PUT,actions/add-repo-access-to-self-hosted-runner-group-in-org,Add repository access to a self-hosted runner group in an organization,"Adds a repository to the list of repositories that can access a self-hosted runner group. The runner group must have `visibility` set to `selected`. For more information, see ""[Create a self-hosted runner group for an organization](#create-a-self-hosted-runner-group-for-an-organization)."" OAuth tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint."
holdout1,github,/orgs/{org}/actions/runners/{runner_id},DELETE,actions/delete-self-hosted-runner-from-org,Delete a self-hosted runner from an organization,"Forces the removal of a self-hosted runner from an organization. You can use this endpoint to completely remove the runner when the machine you were using no longer exists. Authenticated users must have admin access to the organization to use this endpoint. OAuth tokens and personal access tokens (classic) need the`admin:org` scope to use this endpoint. If the repository is private, OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint."
holdout1,github,/orgs/{org}/actions/secrets/{secret_name},DELETE,actions/delete-org-secret,Delete an organization secret,"Deletes a secret in an organization using the secret name. Authenticated users must have collaborator access to a repository to create, update, or read secrets. OAuth tokens and personal access tokens (classic) need the`admin:org` scope to use this endpoint. If the repository is private, OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint."
holdout1,github,/orgs/{org}/actions/secrets/{secret_name}/repositories/{repository_id},PUT,actions/add-selected-repo-to-org-secret,Add selected repository to an organization secret,"Adds a repository to an organization secret when the `visibility` for repository access is set to `selected`. For more information about setting the visibility, see [Create or update an organization secret](https://docs.github.com/rest/actions/secrets#create-or-update-an-organization-secret). Authenticated users must have collaborator access to a repository to create, update, or read secrets. OAuth tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint. If the repository is private, OAuth tokens and personal access tokens (classic) need the `repo` scope to "
holdout1,github,/orgs/{org}/actions/variables/{name}/repositories/{repository_id},PUT,actions/add-selected-repo-to-org-variable,Add selected repository to an organization variable,"Adds a repository to an organization variable that is available to selected repositories. Organization variables that are available to selected repositories have their `visibility` field set to `selected`. Authenticated users must have collaborator access to a repository to create, update, or read secrets. OAuth tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint. If the repository is private, OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint."
holdout1,github,/orgs/{org}/agents/secrets/{secret_name}/repositories/{repository_id},DELETE,agents/remove-selected-repo-from-org-secret,Remove selected repository from an organization secret,"Removes a repository from an organization secret when the `visibility` for repository access is set to `selected`. The visibility is set when you [Create or update an organization secret](https://docs.github.com/rest/agents/secrets#create-or-update-an-organization-secret). Authenticated users must have collaborator access to a repository to create, update, or read secrets. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint. If the repository is private, the `repo` scope is also required."
holdout1,github,/orgs/{org}/agents/variables/{name}/repositories/{repository_id},DELETE,agents/remove-selected-repo-from-org-variable,Remove selected repository from an organization variable,"Removes a repository from an organization agent variable that is available to selected repositories. Organization variables that are available to selected repositories have their `visibility` field set to `selected`. Authenticated users must have collaborator access to a repository to create, update, or read variables. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint. If the repository is private, the `repo` scope is also required."
holdout1,github,/orgs/{org}/blocks/{username},DELETE,orgs/unblock-user,Unblock a user from an organization,Unblocks the given user on behalf of the specified organization.
holdout1,github,/orgs/{org}/code-security/configurations/{configuration_id},DELETE,code-security/delete-configuration,Delete a code security configuration,Deletes the desired code security configuration from an organization. Repositories attached to the configuration will retain their settings but will no longer be associated with the configuration. The authenticated user must be an administrator or security manager for the organization to use this endpoint. OAuth app tokens and personal access tokens (classic) need the `write:org` scope to use this endpoint.
holdout1,github,/orgs/{org}/codespaces/secrets/{secret_name},DELETE,codespaces/delete-org-secret,Delete an organization secret,Deletes an organization development environment secret using the secret name. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.
holdout1,github,/orgs/{org}/codespaces/secrets/{secret_name}/repositories/{repository_id},PUT,codespaces/add-selected-repo-to-org-secret,Add selected repository to an organization secret,Adds a repository to an organization development environment secret when the `visibility` for repository access is set to `selected`. The visibility is set when you [Create or update an organization secret](https://docs.github.com/rest/codespaces/organization-secrets#create-or-update-an-organization-secret). OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.
holdout1,github,/orgs/{org}/copilot-spaces/{space_number}/collaborators/{actor_type}/{actor_identifier},PUT,copilot-spaces/update-collaborator-for-org,Set a collaborator role for an organization Copilot Space,Updates the role of a collaborator for a specific Copilot Space owned by an organization. The authenticated user must have appropriate permissions to manage collaborators. OAuth app tokens and personal access tokens (classic) need the `write:org` scope to use this endpoint. Fine-grained tokens and GitHub App user access tokens must have been granted access to the organization that owns the space. They must also have been granted access to every repository referenced by resources in the space.
holdout1,github,/orgs/{org}/copilot/billing/selected_users,DELETE,copilot/cancel-copilot-seat-assignment-for-users,Remove users from the Copilot subscription for an organization,"> [!NOTE] > This endpoint is in public preview and is subject to change. Sets seats for all users specified to ""pending cancellation"". This will cause the specified users to lose access to GitHub Copilot at the end of the current billing cycle unless they retain access through team membership. For more information about disabling access to Copilot, see ""[Revoking access to Copilot for members of your organization](https://docs.github.com/copilot/managing-copilot/managing-github-copilot-in-your-organization/managing-access-to-github-copilot-in-your-organization/revoking-access-to-copilot-for-me"
holdout1,github,/orgs/{org}/copilot/coding-agent/permissions/repositories/{repository_id},PUT,copilot/enable-copilot-coding-agent-for-repository-in-organization,Enable a repository for Copilot cloud agent in an organization,> [!NOTE] > This endpoint is in public preview and is subject to change. Adds a repository to the list of selected repositories enabled for Copilot cloud agent in an organization. This method can only be called when the cloud agent repository policy is set to `selected`. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.
holdout1,github,/orgs/{org}/dependabot/secrets/{secret_name},PUT,dependabot/create-or-update-org-secret,Create or update an organization secret,"Creates or updates an organization secret with an encrypted value. Encrypt your secret using [LibSodium](https://libsodium.gitbook.io/doc/bindings_for_other_languages). For more information, see ""[Encrypting secrets for the REST API](https://docs.github.com/rest/guides/encrypting-secrets-for-the-rest-api)."" OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint."
holdout1,github,/orgs/{org}/hooks/{hook_id},DELETE,orgs/delete-webhook,Delete an organization webhook,"Delete a webhook for an organization. The authenticated user must be an organization owner to use this endpoint. OAuth app tokens and personal access tokens (classic) need `admin:org_hook` scope. OAuth apps cannot list, view, or edit webhooks that they did not create and users cannot list, view, or edit webhooks that were created by OAuth apps."
holdout1,github,/orgs/{org}/issue-fields/{issue_field_id},DELETE,orgs/delete-issue-field,Delete issue field for an organization,"Deletes an issue field for an organization. You can find out more about issue fields in [Managing issue fields in an organization](https://docs.github.com/issues/tracking-your-work-with-issues/using-issues/managing-issue-fields-in-an-organization). To use this endpoint, the authenticated user must be an administrator for the organization. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint."
holdout1,github,/orgs/{org}/members/{username}/codespaces/{codespace_name},DELETE,codespaces/delete-from-organization,Delete a codespace from the organization,Deletes a user's codespace. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint.
holdout1,github,/orgs/{org}/migrations/{migration_id}/repos/{repo_name}/lock,DELETE,migrations/unlock-repo-for-org,Unlock an organization repository,Unlocks a repository that was locked for migration. You should unlock each migrated repository and [delete them](https://docs.github.com/rest/repos/repos#delete-a-repository) when the migration is complete and you no longer need the source data.
holdout1,github,/orgs/{org}/organization-roles/users/{username},DELETE,orgs/revoke-all-org-roles-user,Remove all organization roles for a user,"Revokes all assigned organization roles from a user. For more information on organization roles, see ""[Using organization roles](https://docs.github.com/organizations/managing-peoples-access-to-your-organization-with-roles/using-organization-roles)."" The authenticated user must be an administrator for the organization to use this endpoint. OAuth app tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint."
holdout1,github,/orgs/{org}/outside_collaborators/{username},PUT,orgs/convert-member-to-outside-collaborator,Convert an organization member to outside collaborator,"When an organization member is converted to an outside collaborator, they'll only have access to the repositories that their current team membership allows. The user will no longer be a member of the organization. For more information, see ""[Converting an organization member to an outside collaborator](https://docs.github.com/articles/converting-an-organization-member-to-an-outside-collaborator/)"". Converting an organization member to an outside collaborator may be restricted by enterprise administrators. For more information, see ""[Enforcing repository management policies in your enterprise]("
holdout1,github,/orgs/{org}/projectsV2/{project_number}/items/{item_id},DELETE,projects/delete-item-for-org,Delete project item for organization,Delete a specific item from an organization-owned project.
holdout1,github,/orgs/{org}/public_members/{username},PUT,orgs/set-public-membership-for-authenticated-user,Set public organization membership for the authenticated user,"The user can publicize their own membership. (A user cannot publicize the membership for another user.) Note that you'll need to set `Content-Length` to zero when calling out to this endpoint. For more information, see ""[HTTP method](https://docs.github.com/rest/guides/getting-started-with-the-rest-api#http-method)."""
holdout1,github,/orgs/{org}/security-managers/teams/{team_slug},DELETE,orgs/remove-security-manager-team,Remove a security manager team,"> [!WARNING] > **Closing down notice:** This operation is closing down and will be removed starting January 1, 2026. Please use the ""[Organization Roles](https://docs.github.com/rest/orgs/organization-roles)"" endpoints instead."
holdout1,github,/orgs/{org}/settings/immutable-releases/repositories/{repository_id},DELETE,orgs/disable-selected-repository-immutable-releases-organization,Disable a selected repository for immutable releases in an organization,"Removes a repository from the list of selected repositories that are enforced for immutable releases in an organization. To use this endpoint, the organization immutable releases policy for `enforced_repositories` must be configured to `selected`. OAuth tokens and personal access tokens (classic) need the `admin:org` scope to use this endpoint."
holdout1,github,/orgs/{org}/teams/{team_slug}/memberships/{username},DELETE,teams/remove-membership-for-user-in-org,Remove team membership for a user,"To remove a membership between a user and a team, the authenticated user must have 'admin' permissions to the team or be an owner of the organization that the team is associated with. Removing team membership does not delete the user, it just removes their membership from the team. Team synchronization is available for organizations using GitHub Enterprise Cloud. For more information, see [GitHub's products](https://docs.github.com/github/getting-started-with-github/githubs-products) in the GitHub Help documentation. > [!NOTE] > When you have team synchronization set up for a team with your or"
holdout1,github,/repos/{owner}/{repo},DELETE,repos/delete,Delete a repository,"Deleting a repository requires admin access. If an organization owner has configured the organization to prevent members from deleting organization-owned repositories, you will get a `403 Forbidden` response. OAuth app tokens and personal access tokens (classic) need the `delete_repo` scope to use this endpoint."
holdout1,github,/repos/{owner}/{repo}/actions/caches,DELETE,actions/delete-actions-cache-by-key,Delete GitHub Actions caches for a repository (using a cache key),"Deletes one or more GitHub Actions caches for a repository, using a complete cache key. By default, all caches that match the provided key are deleted, but you can optionally provide a Git ref to restrict deletions to caches that match both the provided key and the Git ref. OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint."
holdout1,github,/repos/{owner}/{repo}/actions/permissions/access,PUT,actions/set-workflow-access-to-repository,Set the level of access for workflows outside of the repository,"Sets the level of access that workflows outside of the repository have to actions and reusable workflows in the repository. This endpoint only applies to private repositories. For more information, see ""[Allowing access to components in a private repository](https://docs.github.com/repositories/managing-your-repositorys-settings-and-features/enabling-features-for-your-repository/managing-github-actions-settings-for-a-repository#allowing-access-to-components-in-a-private-repository)"". OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint."
holdout1,github,/repos/{owner}/{repo}/actions/permissions/selected-actions,PUT,actions/set-allowed-actions-repository,Set allowed actions and reusable workflows for a repository,"Sets the actions and reusable workflows that are allowed in a repository. To use this endpoint, the repository permission policy for `allowed_actions` must be configured to `selected`. For more information, see ""[Set GitHub Actions permissions for a repository](#set-github-actions-permissions-for-a-repository)."" OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint."
holdout1,github,/repos/{owner}/{repo}/actions/runners/{runner_id}/labels,PUT,actions/set-custom-labels-for-self-hosted-runner-for-repo,Set custom labels for a self-hosted runner for a repository,Remove all previous custom labels and set the new custom labels for a specific self-hosted runner configured in a repository. Authenticated users must have admin access to the repository to use this endpoint. OAuth app tokens and personal access tokens (classic) need the `repo` scope to use this endpoint.
holdout1,github,/repos/{owner}/{repo}/actions/secrets/{secret_name},DELETE,actions/delete-repo-secret,Delete a repository secret,"Deletes a secret in a repository using the secret name. Authenticated users must have collaborator access to a repository to create, update, or read secrets. OAuth tokens and personal access tokens (classic) need the `repo` scope to use this endpoint."
